,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,52,Calvin Booth,C,6-11,230,"May 7, 1976",United States,5,Penn State
1,21,Marcus Fizer,PF,6-9,262,"August 10, 1978",United States,4,Iowa State
2,50,Dan Gadzuric,C,6-11,240,"February 2, 1978",Netherlands,2,UCLA
3,34,Reece Gaines,PG,6-6,205,"January 7, 1981",United States,1,Louisville
4,12,Kendall Gill,SG,6-5,195,"May 25, 1968",United States,14,Illinois
5,5,Anthony Goldwire,PG,6-1,182,"September 6, 1971",United States,6,Houston
6,31,Zendon Hamilton,C,6-11,250,"April 27, 1975",United States,4,St. John's
7,5,Eddie House,SG,6-1,180,"May 14, 1978",United States,4,Arizona State
8,13,Mike James,PG,6-2,188,"June 23, 1975",United States,3,Duquesne
9,7,Toni Kukoc,SF,6-10,192,"September 18, 1968",Croatia,11,
10,24,Desmond Mason,SF,6-7,224,"October 11, 1977",United States,4,Oklahoma State
11,27,Zaza Pachulia,C,6-11,270,"February 10, 1984",Georgia,1,
12,22,Michael Redd,SG,6-6,220,"August 24, 1979",United States,4,Ohio State
13,15,Daniel Santiago,C,7-1,256,"June 24, 1976",United States,3,"New Mexico, Saint Vincent College"
14,8,Joe Smith,PF,6-10,225,"July 26, 1975",United States,9,Maryland
15,20,Erick Strickland,SG,6-3,210,"November 25, 1973",United States,8,Nebraska
16,44,Keith Van Horn,SF,6-10,220,"October 23, 1975",United States,7,Utah
17,25,Mo Williams,PG,6-1,198,"December 19, 1982",United States,1,Alabama
