,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,50,Solomon Alabi,C,7-1,251,"March 21, 1988",Nigeria,1,Florida State
1,6,Alan Anderson,SF,6-6,220,"October 16, 1982",United States,2,Michigan State
2,20,Leandro Barbosa,SG,6-3,194,"November 28, 1982",Brazil,8,
3,7,Andrea Bargnani,C,7-0,245,"October 26, 1985",Italy,5,
4,5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",United States,3,Arizona
5,9,Rasual Butler,SF,6-7,215,"May 23, 1979",United States,9,La Salle
6,8,Jose Calderon,PG,6-3,200,"September 28, 1981",Spain,6,
7,25,Anthony Carter,PG,6-1,190,"June 16, 1975",United States,12,Hawaii
8,32,Ed Davis,PF,6-9,218,"June 5, 1989",United States,1,UNC
9,1,Justin Dentmon,PG,5-11,185,"September 5, 1985",United States,R,Washington
10,10,DeMar DeRozan,SG,6-6,220,"August 7, 1989",United States,2,USC
11,3,Gary Forbes,SG,6-7,220,"February 25, 1985",Panama,1,"Virginia, UMass"
12,34,Aaron Gray,C,7-0,270,"December 7, 1984",United States,4,Pitt
13,15,Amir Johnson,PF,6-9,240,"May 1, 1987",United States,6,
14,2,James Johnson,SF,6-7,240,"February 20, 1987",United States,2,Wake Forest
15,11,Linas Kleiza,SF,6-8,245,"January 3, 1985",Lithuania,5,Missouri
16,21,Jamaal Magloire,C,6-11,259,"May 21, 1978",Canada,11,Kentucky
17,18,Ben Uzoh,PG,6-3,205,"March 19, 1988",United States,1,Tulsa
