,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,53,29,48,34,2.63,-0.39,2.25,111.2,108.4,96.8,0.273,0.393,0.525,12.2,21.2,0.22,0.503,12.6,75.3,0.223,TD Garden,760690
1,Lg Rank,4,27,8,8,8.0,26.0,8.0,8.0,13.0,13.0,17.0,3.0,9.0,9.0,25.0,9.0,5.0,17.0,27.0,23.0,,12
