,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,25,James Anderson,SF,6-6,213,"March 25, 1989",United States,R,Oklahoma State
1,45,DeJuan Blair,PF,6-7,270,"April 22, 1989",United States,1,Pitt
2,15,Matt Bonner,PF,6-10,235,"April 5, 1980",United States,6,Florida
3,21,Tim Duncan,C,6-11,250,"April 25, 1976",U.S. Virgin Islands,13,Wake Forest
4,23,Alonzo Gee,SG,6-6,225,"May 29, 1987",United States,1,Alabama
5,20,Manu Ginobili,SG,6-6,205,"July 28, 1977",Argentina,8,
6,4,Danny Green,SG,6-6,215,"June 22, 1987",United States,1,UNC
7,3,George Hill,PG,6-4,188,"May 4, 1986",United States,2,IUPUI
8,12,Othyus Jeffers,SG,6-5,200,"August 5, 1985",United States,1,"University of Illinois at Chicago, Robert Morris University (IL)"
9,24,Richard Jefferson,SF,6-7,233,"June 21, 1980",United States,9,Arizona
10,34,Antonio McDyess,PF,6-9,220,"September 7, 1974",United States,14,Alabama
11,14,Gary Neal,SG,6-4,210,"October 3, 1984",United States,R,"La Salle, Towson University"
12,23,Steve Novak,SF,6-10,225,"June 13, 1983",United States,4,Marquette
13,33,Larry Owens,SF,6-7,210,"January 8, 1983",United States,R,Oral Roberts
14,9,Tony Parker,PG,6-2,185,"May 17, 1982",Belgium,9,
15,11,Chris Quinn,PG,6-2,185,"September 27, 1983",United States,4,Notre Dame
16,1,Bobby Simmons,SF,6-7,210,"June 2, 1980",United States,8,DePaul
17,22,Tiago Splitter,C,6-11,245,"January 1, 1985",Brazil,R,
18,2,Garrett Temple,SG,6-5,195,"May 8, 1986",United States,1,LSU
19,5,Ime Udoka,SF,6-6,215,"August 9, 1977",United States,6,"San Francisco, Portland State"
