Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015-16,21.0,OKC,NBA,PG,57.0,1.0,12.2,2.0,4.9,0.41,0.6,1.9,0.324,1.4,2.9,0.467,0.475,0.3,0.4,0.792,0.2,1.3,1.5,1.9,0.6,0.1,0.8,1.4,5.0
2016-17,22.0,TOT,NBA,PG,31.0,0.0,14.9,2.1,6.2,0.332,0.9,2.8,0.314,1.2,3.5,0.346,0.402,0.2,0.3,0.625,0.1,1.5,1.5,1.8,0.5,0.1,0.9,1.7,5.2
2016-17,22.0,OKC,NBA,PG,20.0,0.0,16.0,2.2,6.5,0.331,0.8,2.6,0.308,1.4,3.9,0.346,0.392,0.2,0.2,1.0,0.1,1.5,1.6,2.0,0.5,0.2,0.8,1.9,5.3
2016-17,22.0,CHI,NBA,PG,11.0,0.0,12.9,1.9,5.7,0.333,1.0,3.1,0.324,0.9,2.6,0.345,0.421,0.1,0.4,0.25,0.1,1.5,1.5,1.4,0.4,0.0,1.2,1.3,4.9
2017-18,23.0,CHI,NBA,PG,25.0,14.0,23.3,3.5,8.6,0.405,1.4,3.6,0.385,2.1,5.0,0.419,0.486,0.5,0.6,0.75,0.7,2.0,2.8,4.5,1.0,0.4,1.4,1.8,8.8
2018-19,24.0,TOT,NBA,PG,40.0,13.0,17.8,2.4,5.6,0.43,0.6,2.1,0.298,1.8,3.5,0.511,0.487,0.8,1.0,0.805,0.3,1.5,1.8,2.7,0.7,0.2,1.1,1.6,6.3
2018-19,24.0,CHI,NBA,PG,31.0,12.0,17.3,2.2,5.4,0.411,0.5,1.9,0.271,1.7,3.5,0.486,0.458,0.7,0.8,0.88,0.3,1.4,1.7,2.7,0.6,0.2,1.1,1.6,5.7
2018-19,24.0,CLE,NBA,PG,9.0,1.0,19.6,3.0,6.1,0.491,1.0,2.8,0.36,2.0,3.3,0.6,0.573,1.2,1.8,0.688,0.3,1.8,2.1,2.6,0.9,0.3,1.2,1.7,8.2
2019-20,25.0,PHO,NBA,SG,8.0,0.0,22.9,4.1,8.5,0.485,1.9,3.6,0.517,2.3,4.9,0.462,0.596,0.8,0.9,0.857,0.5,3.4,3.9,3.0,1.0,0.3,1.4,2.5,10.9
2020-21,26.0,PHO,NBA,PG,60.0,1.0,18.0,3.2,6.6,0.484,1.2,2.8,0.44,2.0,3.8,0.515,0.576,0.8,0.9,0.893,0.3,2.1,2.4,3.6,0.6,0.3,1.0,1.6,8.4
2021-22,27.0,PHO,NBA,PG,9.0,0.0,16.7,3.1,8.1,0.384,1.1,3.7,0.303,2.0,4.4,0.45,0.452,1.3,1.8,0.75,0.2,2.1,2.3,2.7,0.7,0.2,1.8,1.7,8.7
Career,,,NBA,,230.0,29.0,16.8,2.7,6.3,0.424,1.0,2.6,0.368,1.7,3.7,0.464,0.501,0.6,0.7,0.815,0.3,1.8,2.0,2.8,0.7,0.2,1.0,1.6,6.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,OKC,NBA,,77.0,1.0,13.2,2.0,5.3,0.385,0.7,2.1,0.319,1.4,3.2,0.429,0.449,0.3,0.4,0.821,0.1,1.4,1.5,1.9,0.6,0.1,0.8,1.5,5.1
3 seasons,,PHO,NBA,,77.0,1.0,18.3,3.3,7.0,0.47,1.3,3.0,0.43,2.0,4.0,0.5,0.562,0.9,1.0,0.861,0.3,2.3,2.5,3.4,0.6,0.3,1.1,1.7,8.7
3 seasons,,CHI,NBA,,67.0,26.0,18.8,2.6,6.7,0.397,0.9,2.7,0.337,1.7,3.9,0.439,0.466,0.5,0.7,0.778,0.4,1.6,2.1,3.1,0.7,0.2,1.2,1.6,6.7
1 season,,CLE,NBA,,9.0,1.0,19.6,3.0,6.1,0.491,1.0,2.8,0.36,2.0,3.3,0.6,0.573,1.2,1.8,0.688,0.3,1.8,2.1,2.6,0.9,0.3,1.2,1.7,8.2
