,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,7,Jaylen Brown,SG,6-6,223,"October 24, 1996",United States,4,California
1,4,Carsen Edwards,SG,5-11,200,"March 12, 1998",United States,1,Purdue
2,99,Tacko Fall,C,7-5,311,"December 10, 1995",Senegal,1,Central Florida
3,94,Evan Fournier,SG,6-7,205,"October 29, 1992",France,8,
4,43,Javonte Green,SG,6-4,205,"July 23, 1993",United States,1,Radford
5,40,Luke Kornet,C,7-2,250,"July 15, 1995",United States,3,Vanderbilt
6,45,Romeo Langford,SG,6-4,216,"October 25, 1999",United States,1,Indiana
7,26,Aaron Nesmith,SF,6-5,215,"October 16, 1999",United States,R,Vanderbilt
8,37,Semi Ojeleye,PF,6-6,240,"December 5, 1994",United States,3,"Duke, SMU"
9,20,Jabari Parker,PF,6-8,245,"March 15, 1995",United States,6,Duke
10,11,Payton Pritchard,SG,6-1,195,"January 28, 1998",United States,R,Oregon
11,36,Marcus Smart,PG,6-3,220,"March 6, 1994",United States,6,Oklahoma State
12,0,Jayson Tatum,SF,6-8,210,"March 3, 1998",United States,3,Duke
13,55,Jeff Teague,PG,6-3,195,"June 10, 1988",United States,11,Wake Forest
14,27,Daniel Theis,C,6-8,245,"April 4, 1992",Germany,3,
15,13,Tristan Thompson,PF,6-9,254,"March 13, 1991",Canada,9,Texas
16,20,Moritz Wagner,C,6-11,245,"April 26, 1997",Germany,2,Michigan
17,8,Kemba Walker,PG,6-0,184,"May 8, 1990",United States,9,UConn
18,51,Tremont Waters,PG,5-10,175,"January 10, 1998",United States,1,LSU
19,12,Grant Williams,PF,6-6,236,"November 30, 1998",United States,1,Tennessee
20,44,Robert Williams,C,6-8,237,"October 17, 1997",United States,2,Texas A&M
