,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,13,Bam Adebayo,C,6-9,255,"July 18, 1997",United States,1,Kentucky
1,31,Ryan Anderson,PF,6-9,240,"May 6, 1988",United States,10,California
2,7,Goran Dragic,PG,6-3,190,"May 6, 1986",Slovenia,10,
3,2,Wayne Ellington,SG,6-4,207,"November 29, 1987",United States,9,UNC
4,40,Udonis Haslem,C,6-8,235,"June 9, 1980",United States,15,Florida
5,16,James Johnson,PF,6-7,240,"February 20, 1987",United States,9,Wake Forest
6,8,Tyler Johnson,PG,6-3,186,"May 7, 1992",United States,4,Fresno State
7,5,Derrick Jones,SF,6-5,210,"February 15, 1997",United States,2,UNLV
8,0,Yante Maten,PF,6-8,240,"August 14, 1996",United States,R,Georgia
9,17,Rodney McGruder,SG,6-4,205,"July 29, 1991",United States,2,Kansas State
10,9,Kelly Olynyk,PF,6-11,240,"April 19, 1991",Canada,5,Gonzaga
11,0,Josh Richardson,SG,6-5,200,"September 15, 1993",United States,3,Tennessee
12,55,Duncan Robinson,SF,6-7,215,"April 22, 1994",United States,R,"Williams, Michigan"
13,12,Emanuel Terry,PF,6-9,220,"August 21, 1996",United States,R,Lincoln Memorial
14,3,Dwyane Wade,SG,6-4,220,"January 17, 1982",United States,15,Marquette
15,11,Dion Waiters,SG,6-3,215,"December 10, 1991",United States,6,Syracuse
16,21,Hassan Whiteside,C,7-0,265,"June 13, 1989",United States,6,Marshall
17,20,Justise Winslow,SF,6-6,222,"March 26, 1996",United States,3,Duke
