,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,12,LaMarcus Aldridge,PF,6-11,250,"July 19, 1985",United States,7,Texas
1,5,Will Barton,SG,6-6,181,"January 6, 1991",United States,1,Memphis
2,88,Nicolas Batum,SF,6-8,230,"December 14, 1988",France,5,
3,18,Victor Claver,SF,6-9,224,"August 30, 1988",Spain,1,
4,23,Allen Crabbe,SG,6-5,212,"April 9, 1992",United States,R,California
5,19,Joel Freeland,C,6-10,250,"February 7, 1987",United Kingdom,1,
6,11,Meyers Leonard,C,7-0,260,"February 27, 1992",United States,1,Illinois
7,0,Damian Lillard,PG,6-2,195,"July 15, 1990",United States,1,Weber State
8,42,Robin Lopez,C,7-0,281,"April 1, 1988",United States,5,Stanford
9,2,Wesley Matthews,SG,6-4,220,"October 14, 1986",United States,4,Marquette
10,3,CJ McCollum,SG,6-3,190,"September 19, 1991",United States,R,Lehigh
11,41,Thomas Robinson,PF,6-10,237,"March 17, 1991",United States,1,Kansas
12,17,Earl Watson,PG,6-1,195,"June 12, 1979",United States,12,UCLA
13,25,Mo Williams,PG,6-1,198,"December 19, 1982",United States,10,Alabama
14,1,Dorell Wright,SF,6-9,205,"December 2, 1985",United States,9,
