,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,35,Malik Allen,PF,6-10,255,"June 27, 1978",United States,3,Villanova
1,49,Shandon Anderson,SF,6-6,208,"December 31, 1973",United States,8,Georgia
2,45,Rasual Butler,SF,6-7,215,"May 23, 1979",United States,2,La Salle
3,51,Michael Doleac,C,6-11,262,"June 15, 1977",United States,6,Utah
4,5,Keyon Dooling,PG,6-3,196,"May 8, 1980",United States,4,Missouri
5,40,Udonis Haslem,PF,6-8,235,"June 9, 1980",United States,1,Florida
6,19,Damon Jones,PG,6-3,185,"August 25, 1976",United States,6,Houston
7,6,Eddie Jones,SF,6-6,190,"October 20, 1971",United States,10,Temple
8,44,Christian Laettner,PF,6-11,235,"August 17, 1969",United States,12,Duke
9,33,Alonzo Mourning,C,6-10,240,"February 8, 1970",United States,11,Georgetown
10,32,Shaquille O'Neal,C,7-1,325,"March 6, 1972",United States,12,LSU
11,7,Wesley Person,SF,6-6,195,"March 28, 1971",United States,10,Auburn
12,8,Steve Smith,SG,6-7,200,"March 31, 1969",United States,13,Michigan State
13,3,Dwyane Wade,SG,6-4,220,"January 17, 1982",United States,1,Marquette
14,24,Qyntel Woods,SF,6-8,221,"February 16, 1981",United States,2,Northeast Mississippi Community College
15,1,Dorell Wright,SF,6-9,205,"December 2, 1985",United States,R,
16,15,Wang Zhizhi,C,7-0,255,"July 8, 1977",China,4,
