,Rk,Player,Pos,Age,Tm,G,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
32,33,Shane Battier,SF,34,MIA,72,20,24.8,2.1,5.0,.420,1.9,4.4,.430,0.2,0.6,.348,.608,0.4,0.5,.842,0.5,1.8,2.3,1.0,0.6,0.8,0.5,2.1,6.6,1786,10.7,.623,.873,.105,2.7,8.4,5.7,5.7,1.2,2.5,8.2,11.0,,2.8,1.6,4.4,.119,,0.9,0.1,1.0,1.4
33,34,Nicolas Batum,SF,24,POR,73,73,38.5,4.8,11.4,.423,2.3,6.1,.372,2.6,5.3,.481,.522,2.4,2.9,.848,1.3,4.3,5.6,4.9,1.2,1.1,2.6,1.9,14.3,2807,15.7,.566,.533,.252,4.0,13.2,8.5,20.3,1.7,2.2,17.0,18.2,,3.8,1.9,5.8,.099,,2.3,0.5,2.8,3.4
34,35,Jerryd Bayless,PG,24,MEM,80,4,22.1,3.3,7.8,.419,0.9,2.5,.353,2.4,5.3,.450,.476,1.3,1.5,.836,0.3,1.9,2.2,3.3,0.7,0.2,1.5,2.1,8.7,1765,13.5,.514,.324,.196,1.4,10.5,5.9,24.9,1.8,0.8,15.1,20.8,,1.5,2.5,4.0,.108,,-0.6,0.7,0.1,1.0
35,36,Aron Baynes,C,26,SAS,16,0,8.8,1.1,2.3,.500,0.0,0.1,.000,1.1,2.2,.514,.500,0.4,0.8,.583,0.8,1.3,2.0,0.3,0.1,0.4,0.7,1.4,2.7,141,8.8,.521,.028,.333,10.4,15.5,13.1,5.2,0.4,3.1,21.0,17.1,,0.0,0.2,0.1,.050,,-6.4,-0.6,-7.0,-0.2
36,37,Kent Bazemore,SG,23,GSW,61,0,4.4,0.7,1.9,.371,0.2,0.6,.294,0.5,1.3,.402,.414,0.4,0.7,.614,0.1,0.3,0.4,0.4,0.3,0.1,0.3,0.4,2.0,267,11.3,.454,.293,.379,2.1,6.8,4.5,13.1,3.2,1.2,11.7,25.7,,-0.3,0.3,0.1,.014,,-3.1,0.7,-2.4,0.0
37,38,Bradley Beal,SG,19,WAS,56,46,31.2,5.0,12.3,.410,1.6,4.2,.386,3.4,8.1,.424,.477,2.2,2.8,.786,0.8,3.0,3.8,2.4,0.9,0.5,1.6,2.0,13.9,1745,13.6,.515,.344,.231,2.7,10.8,6.7,13.7,1.5,1.3,10.6,22.2,,1.0,2.0,3.0,.082,,0.0,0.2,0.2,1.0
38,39,Michael Beasley,SF,24,PHO,75,20,20.7,4.1,10.2,.405,0.6,1.9,.313,3.5,8.3,.426,.434,1.3,1.7,.746,0.7,3.1,3.8,1.5,0.4,0.5,1.9,1.4,10.1,1554,10.8,.462,.188,.164,3.7,17.2,10.3,12.5,1.0,1.6,14.9,27.6,,-2.5,1.0,-1.5,-0.047,,-2.7,-2.0,-4.7,-1.1
39,40,Rodrigue Beaubois,PG,24,DAL,45,0,12.2,1.4,3.9,.369,0.5,1.6,.292,1.0,2.3,.423,.429,0.7,0.8,.789,0.2,1.1,1.3,1.9,0.4,0.1,0.7,1.2,4.0,549,10.6,.470,.409,.216,1.9,9.6,5.8,22.6,1.8,0.6,14.6,18.7,,0.0,0.4,0.4,.032,,-2.3,-0.3,-2.6,-0.1
40,41,Marco Belinelli,SG,26,CHI,73,27,25.8,3.3,8.4,.395,1.1,3.0,.357,2.2,5.3,.416,.460,1.9,2.3,.839,0.2,1.7,1.9,2.0,0.6,0.1,1.1,1.9,9.6,1882,10.4,.513,.362,.275,0.8,7.8,4.3,12.9,1.3,0.2,10.7,18.7,,1.3,1.6,3.0,.076,,-1.9,-0.4,-2.3,-0.1
41,42,Patrick Beverley,PG,24,HOU,41,0,17.4,1.9,4.6,.418,0.9,2.3,.375,1.0,2.3,.462,.513,0.8,1.0,.829,1.1,1.6,2.7,2.9,0.9,0.5,1.1,2.0,5.6,713,15.4,.551,.508,.217,7.2,10.1,8.7,24.2,2.6,2.2,17.5,15.4,,1.4,0.8,2.2,.148,,1.7,2.1,3.8,1.0
42,43,Andris Biedrins,C,26,GSW,53,9,9.3,0.2,0.4,.476,0.0,0.0,,0.2,0.4,.476,.476,0.1,0.2,.308,0.6,2.2,2.9,0.3,0.3,0.8,0.3,1.9,0.5,495,7.7,.449,.000,.619,7.8,25.7,17.0,3.7,1.5,6.6,34.4,3.7,,0.1,1.0,1.1,.102,,-4.8,3.8,-1.0,0.1
43,44,Chauncey Billups,SG,36,LAC,22,22,19.0,2.4,6.0,.402,1.5,4.1,.367,0.9,1.9,.476,.527,2.0,2.2,.938,0.1,1.4,1.5,2.2,0.5,0.0,1.2,1.1,8.4,418,15.0,.601,.682,.364,0.6,8.4,4.6,17.4,1.5,0.2,14.5,19.6,,1.0,0.3,1.3,.146,,1.6,-1.1,0.5,0.3
44,45,Bismack Biyombo,C,20,CHA,80,65,27.3,2.0,4.3,.451,0.0,0.0,,2.0,4.3,.451,.451,0.9,1.8,.521,2.4,4.9,7.3,0.4,0.4,1.8,1.0,2.4,4.8,2186,10.1,.472,.000,.410,9.9,20.9,15.2,2.5,0.7,5.3,16.7,10.2,,0.1,1.3,1.4,.031,,-3.6,-0.8,-4.4,-1.3
45,46,DeJuan Blair,PF,23,SAS,61,16,14.0,2.3,4.4,.524,0.0,0.0,.000,2.3,4.4,.526,.524,0.7,1.1,.629,1.1,2.7,3.8,0.7,0.6,0.2,0.8,1.8,5.4,851,14.6,.543,.004,.258,9.5,21.1,15.6,8.3,2.2,0.9,14.0,19.0,,0.7,1.5,2.2,.126,,-2.4,0.8,-1.6,0.1
46,47,Steve Blake,PG,32,LAL,45,13,26.1,2.5,6.0,.422,1.6,3.8,.421,0.9,2.2,.424,.556,0.6,0.8,.771,0.5,2.5,2.9,3.8,0.8,0.1,1.4,1.8,7.3,1175,11.7,.573,.633,.130,2.0,10.1,6.2,21.9,1.5,0.4,17.8,13.2,,1.6,0.8,2.4,.097,,0.1,0.4,0.5,0.7
47,48,Andray Blatche,C,26,BRK,82,8,19.0,4.2,8.2,.512,0.0,0.3,.136,4.2,8.0,.524,.514,1.8,2.6,.685,2.0,3.1,5.1,1.0,1.0,0.7,1.5,2.0,10.3,1555,21.9,.547,.033,.320,12.2,19.6,15.8,10.5,3.0,2.7,13.8,26.5,,2.4,2.5,4.9,.153,,1.3,0.9,2.2,1.6
48,49,Eric Bledsoe,PG,23,LAC,76,12,20.4,3.3,7.5,.445,0.4,1.0,.397,2.9,6.4,.453,.473,1.4,1.8,.791,1.0,1.9,3.0,3.1,1.4,0.7,1.8,1.5,8.5,1553,17.5,.513,.137,.236,6.1,11.1,8.6,23.5,3.7,3.0,17.9,22.5,,1.1,2.6,3.7,.115,,1.3,2.2,3.5,2.2
49,50,Keith Bogans,SG,32,BRK,74,23,19.0,1.5,3.8,.380,1.1,3.3,.343,0.3,0.5,.615,.528,0.1,0.2,.647,0.2,1.4,1.6,1.0,0.4,0.1,0.7,1.5,4.2,1408,6.7,.533,.863,.060,1.3,8.8,5.0,8.1,1.1,0.2,14.4,11.2,,0.7,0.7,1.4,.047,,-2.3,-0.3,-2.6,-0.2
50,51,Andrew Bogut,C,28,GSW,32,32,24.6,2.6,5.8,.451,0.0,0.0,1.000,2.6,5.7,.448,.454,0.6,1.2,.500,2.1,5.5,7.7,2.1,0.6,1.7,1.1,2.7,5.8,786,13.8,.463,.005,.207,9.8,24.1,17.2,12.5,1.3,5.5,14.8,13.4,,0.4,1.4,1.7,.106,,-1.4,2.8,1.4,0.7
51,52,Matt Bonner,PF,32,SAS,68,4,13.4,1.6,3.4,.487,0.8,1.8,.442,0.9,1.6,.536,.602,0.2,0.2,.733,0.4,1.5,1.9,0.5,0.3,0.3,0.2,1.3,4.2,909,11.8,.609,.522,.065,3.4,12.5,8.2,5.8,1.0,1.5,6.3,12.8,,1.4,1.1,2.5,.133,,-0.2,0.4,0.2,0.5
52,53,Trevor Booker,PF,25,WAS,48,14,18.5,2.3,4.6,.491,0.0,0.1,.000,2.3,4.5,.502,.491,0.8,1.5,.556,2.0,2.9,5.0,0.8,0.7,0.3,0.6,2.0,5.3,887,13.9,.509,.023,.327,12.2,17.8,14.9,7.4,1.9,1.4,11.0,14.5,,0.9,1.4,2.3,.126,,-1.5,0.6,-1.0,0.2
53,54,Carlos Boozer,PF,31,CHI,79,79,32.2,6.9,14.4,.477,0.0,0.0,.000,6.9,14.4,.478,.477,2.4,3.3,.731,2.2,7.5,9.8,2.3,0.8,0.4,2.2,3.0,16.2,2546,17.1,.510,.002,.232,7.8,27.2,17.4,13.4,1.4,0.8,12.3,25.8,,1.4,4.3,5.7,.108,,-0.3,0.2,-0.1,1.2
54,55,Chris Bosh*,C,28,MIA,74,74,33.2,6.6,12.3,.535,0.3,1.0,.284,6.3,11.3,.557,.546,3.3,4.1,.798,1.8,5.0,6.8,1.7,0.9,1.4,1.7,2.3,16.6,2454,20.0,.592,.082,.333,7.0,17.6,12.6,8.4,1.4,3.4,11.0,22.7,,5.6,3.4,9.0,.175,,1.5,-0.2,1.3,2.1
55,56,Avery Bradley,PG,22,BOS,50,50,28.7,3.8,9.6,.402,0.8,2.5,.317,3.0,7.0,.432,.444,0.7,1.0,.755,0.6,1.6,2.2,2.1,1.3,0.4,1.4,2.6,9.2,1435,8.8,.461,.264,.103,2.5,6.5,4.6,11.6,2.3,1.0,12.6,18.8,,-1.3,1.6,0.4,.012,,-4.0,0.3,-3.7,-0.6
56,57,Elton Brand,C,33,DAL,72,18,21.2,3.1,6.6,.473,0.0,0.0,.000,3.1,6.6,.474,.473,0.9,1.3,.710,1.8,4.2,6.0,1.0,0.7,1.3,0.8,2.7,7.2,1527,15.2,.499,.002,.195,9.7,21.5,15.7,7.1,1.7,4.6,9.9,17.2,,1.2,2.2,3.4,.107,,-1.7,0.9,-0.9,0.4
57,58,Corey Brewer,SF,26,DEN,82,2,24.4,4.6,10.8,.425,1.1,3.7,.296,3.5,7.0,.493,.476,1.8,2.6,.690,0.7,2.2,2.9,1.5,1.4,0.3,1.2,1.9,12.1,2003,14.7,.506,.348,.245,3.1,9.9,6.6,9.5,3.0,0.9,9.4,23.4,,1.7,2.2,3.9,.093,,-0.2,0.6,0.4,1.2
58,59,Ronnie Brewer,SF,27,TOT,60,34,12.475,0.85,2.575,0.31,0.275,0.9,0.26,0.625,1.725,0.33,0.35,0.15,0.375,,0.775,1.725,2.575,0.775,0.65,0.05,0.3,0.5,2.1,462.0,9.6,0.35,0.306,0.105,8.23,16.55,12.55,8.95,2.97,0.33,11.03,10.88,,0.05,0.575,0.575,0.065,,-1.925,1.275,-0.675,0.175
59,60,Aaron Brooks,PG,28,TOT,53,20,12.6,1.725,4.1,0.38,0.625,1.825,0.33,1.1,2.25,0.42,0.46,0.425,0.525,,0.175,0.725,0.95,1.575,0.35,0.3,0.975,1.275,4.475,508.0,8.775,0.47,0.48,0.084,2.23,5.5,3.83,20.5,1.4,3.35,19.93,18.83,,0.375,0.0,0.425,-0.01,,-2.425,-0.65,-3.075,0.0
60,61,MarShon Brooks,SG,24,BRK,73,2,12.5,2.1,4.6,.463,0.2,0.8,.273,1.9,3.8,.500,.485,0.9,1.3,.734,0.4,1.0,1.4,1.0,0.5,0.2,0.9,1.3,5.4,912,13.5,.523,.164,.281,4.1,9.4,6.7,14.6,2.0,1.3,15.5,22.5,,0.5,0.8,1.3,.068,,-1.6,-0.1,-1.7,0.1
61,62,Kwame Brown,C,30,PHI,22,11,12.2,0.8,1.7,.459,0.0,0.0,,0.8,1.7,.459,.459,0.3,0.9,.368,1.0,2.3,3.4,0.4,0.3,0.5,0.4,1.7,1.9,269,8.8,.452,.000,.514,9.4,22.1,15.5,4.7,1.2,2.9,15.0,9.1,,0.0,0.4,0.4,.071,,-4.9,0.0,-4.9,-0.2
62,63,Shannon Brown,SG,27,PHO,59,22,23.8,4.1,9.7,.420,0.7,2.4,.277,3.4,7.3,.467,.454,1.7,2.1,.784,0.7,1.8,2.5,1.8,1.0,0.3,1.3,1.6,10.5,1402,13.1,.493,.247,.219,3.5,8.7,6.0,12.8,2.2,0.8,10.6,22.2,,0.4,0.8,1.2,.041,,-1.1,-0.5,-1.6,0.2
63,64,Kobe Bryant*,SG,34,LAL,78,78,38.6,9.5,20.4,.463,1.7,5.2,.324,7.8,15.2,.510,.504,6.7,8.0,.839,0.8,4.7,5.6,6.0,1.4,0.3,3.7,2.2,27.3,3013,23.0,.570,.255,.392,2.5,13.1,7.9,29.7,1.8,0.6,13.3,31.9,,8.4,2.6,10.9,.174,,4.7,-0.1,4.6,5.0
64,65,Chase Budinger,SF,24,MIN,23,1,22.1,3.4,8.3,.414,1.1,3.5,.321,2.3,4.8,.482,.482,1.4,1.8,.762,0.7,2.4,3.1,1.1,0.6,0.3,1.0,1.3,9.4,508,12.6,.516,.424,.220,3.3,13.0,8.0,8.3,1.4,1.1,9.9,20.5,,0.3,0.4,0.7,.066,,-0.6,-0.8,-1.4,0.1
65,66,Alec Burks,SG,21,UTA,64,0,17.8,2.5,6.1,.420,0.5,1.4,.359,2.0,4.6,.439,.463,1.4,2.0,.713,0.6,1.7,2.3,1.4,0.5,0.2,1.2,1.8,7.0,1137,11.5,.507,.237,.332,3.8,11.2,7.5,13.0,1.6,0.9,14.3,20.7,,0.3,0.7,1.0,.044,,-1.9,-0.7,-2.6,-0.2
66,67,Caron Butler,SF,32,LAC,78,78,24.1,3.9,9.2,.424,1.6,4.2,.388,2.3,5.0,.454,.513,1.0,1.2,.833,0.5,2.3,2.9,1.0,0.7,0.1,0.9,1.8,10.4,1879,12.4,.535,.458,.125,2.6,11.4,7.1,6.5,1.4,0.5,8.7,20.2,,1.9,1.6,3.6,.091,,-0.1,-1.2,-1.3,0.3
67,68,Jimmy Butler,SF,23,CHI,82,20,26.0,2.9,6.2,.467,0.5,1.3,.381,2.4,5.0,.489,.506,2.3,2.8,.803,1.7,2.3,4.0,1.4,1.0,0.4,0.8,1.2,8.6,2134,15.2,.574,.205,.455,7.2,10.4,8.8,8.6,2.0,1.1,9.2,14.6,,4.4,2.6,7.0,.158,,1.0,1.0,2.0,2.1
68,69,Will Bynum,PG,30,DET,65,0,18.8,3.9,8.3,.469,0.4,1.2,.316,3.5,7.1,.494,.491,1.6,2.0,.809,0.4,1.1,1.5,3.6,0.7,0.1,1.9,2.0,9.8,1219,16.6,.532,.141,.243,2.6,6.6,4.6,34.8,2.0,0.3,17.3,27.0,,1.2,0.5,1.7,.067,,0.6,-1.6,-1.0,0.3
