,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,10,Leandro Barbosa,SG,6-3,194,"November 28, 1982",Brazil,2,
1,12,Andre Barrett,PG,5-10,172,"February 21, 1982",United States,1,Seton Hall
2,19,Raja Bell,SG,6-5,204,"September 19, 1976",U.S. Virgin Islands,5,"Boston University, Florida International University"
3,11,Pat Burke,C,6-11,250,"December 14, 1973",Ireland,1,Auburn
4,15,Josh Davis,PF,6-8,235,"August 10, 1980",United States,2,Wyoming
5,3,Boris Diaw,PF,6-8,250,"April 16, 1982",France,2,
6,23,Sharrod Ford,PF,6-9,225,"January 9, 1982",United States,R,Clemson
7,55,Brian Grant,C,6-9,254,"March 5, 1972",United States,11,Xavier
8,50,Eddie House,PG,6-1,180,"May 14, 1978",United States,5,Arizona State
9,21,Jim Jackson,SF,6-6,220,"October 14, 1970",United States,13,Ohio State
10,22,James Jones,SF,6-8,218,"October 4, 1980",United States,2,Miami (FL)
11,31,Shawn Marion,PF,6-7,220,"May 7, 1978",United States,6,"Vincennes University, UNLV"
12,13,Steve Nash,PG,6-3,195,"February 7, 1974",South Africa,9,Santa Clara
13,32,Amar'e Stoudemire,C,6-10,245,"November 16, 1982",United States,3,
14,40,Kurt Thomas,C,6-9,230,"October 4, 1972",United States,10,TCU
15,2,Tim Thomas,PF,6-10,230,"February 26, 1977",United States,8,Villanova
16,1,Dijon Thompson,SG,6-7,195,"February 23, 1983",United States,R,UCLA
17,15,Nikoloz Tskitishvili,SF,7-0,225,"April 14, 1983",Georgia,3,
