,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,13,Tony Bradley,C,6-10,248,"January 8, 1998",United States,R,UNC
1,10,Alec Burks,SG,6-6,214,"July 20, 1991",United States,6,Colorado
2,99,Jae Crowder,SF,6-6,235,"July 6, 1990",United States,5,Marquette
3,11,Dante Exum,PG,6-5,214,"July 13, 1995",Australia,2,
4,15,Derrick Favors,C,6-9,265,"July 15, 1991",United States,7,Georgia Tech
5,27,Rudy Gobert,C,7-1,258,"June 26, 1992",France,4,
6,5,Rodney Hood,SG,6-8,208,"October 20, 1992",United States,3,"Mississippi State, Duke"
7,2,Joe Ingles,SF,6-8,220,"October 2, 1987",Australia,3,
8,8,Jonas Jerebko,PF,6-10,231,"March 2, 1987",Sweden,7,
9,6,Joe Johnson,SF,6-7,240,"June 29, 1981",United States,16,Arkansas
10,21,Erik McCree,SF,6-7,219,"December 20, 1993",United States,R,Louisiana Tech
11,45,Donovan Mitchell,SG,6-1,215,"September 7, 1996",United States,R,Louisville
12,30,Naz Mitrou-Long,SG,6-3,218,"August 3, 1993",Canada,R,Iowa State
13,25,Raul Neto,PG,6-1,180,"May 19, 1992",Brazil,2,
14,31,Georges Niang,PF,6-7,230,"June 17, 1993",United States,1,Iowa State
15,23,Royce O'Neale,SF,6-4,226,"June 5, 1993",United States,R,"Denver, Baylor"
16,3,Ricky Rubio,PG,6-3,190,"October 21, 1990",Spain,6,
17,22,Thabo Sefolosha,SF,6-6,215,"May 2, 1984",Switzerland,11,
18,5,David Stockton,PG,5-11,165,"June 24, 1991",United States,1,Gonzaga
19,33,Ekpe Udoh,C,6-10,245,"May 20, 1987",United States,5,"Michigan, Baylor"
20,16,Nate Wolters,PG,6-4,190,"May 15, 1991",United States,2,South Dakota State
