,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,1,Trevor Ariza,SF,6-8,215,"June 30, 1985",United States,14,UCLA
1,84,Ron Baker,SG,6-4,220,"March 30, 1993",United States,2,Wichita State
2,3,Bradley Beal,SG,6-3,207,"June 28, 1993",United States,6,Florida
3,6,Troy Brown,SF,6-6,215,"July 28, 1999",United States,R,Oregon
4,13,Thomas Bryant,C,6-10,248,"July 31, 1997",United States,1,Indiana
5,8,Sam Dekker,PF,6-9,230,"May 6, 1994",United States,3,Wisconsin
6,32,Jeff Green,PF,6-8,235,"August 28, 1986",United States,10,Georgetown
7,21,Dwight Howard,C,6-10,265,"December 8, 1985",United States,14,
8,20,John Jenkins,SG,6-4,215,"March 6, 1991",United States,5,Vanderbilt
9,4,Wesley Johnson,SF,6-7,215,"July 11, 1987",United States,8,"Iowa State, Syracuse"
10,28,Ian Mahinmi,C,6-11,262,"November 5, 1986",France,10,
11,52,Jordan McRae,SG,6-5,179,"March 28, 1991",United States,2,Tennessee
12,5,Markieff Morris,PF,6-9,245,"September 2, 1989",United States,7,Kansas
13,12,Kelly Oubre,SF,6-7,203,"December 9, 1995",United States,3,Kansas
14,12,Jabari Parker,PF,6-8,245,"March 15, 1995",United States,4,Duke
15,4,Gary Payton,PG,6-3,190,"December 1, 1992",United States,2,Oregon State
16,22,Otto Porter,SF,6-8,198,"June 3, 1993",United States,5,Georgetown
17,5,Bobby Portis,PF,6-10,250,"February 10, 1995",United States,3,Arkansas
18,9,Chasson Randle,PG,6-2,185,"February 5, 1993",United States,1,Stanford
19,1,Austin Rivers,SG,6-4,200,"August 1, 1992",United States,6,Duke
20,7,Devin Robinson,SF,6-8,200,"March 7, 1995",United States,1,Florida
21,31,Tomas Satoransky,PG,6-7,210,"October 30, 1991",Czechia,2,
22,14,Jason Smith,C,7-0,240,"March 2, 1986",United States,10,Colorado State
23,2,John Wall,PG,6-3,210,"September 6, 1990",United States,8,Kentucky
24,15,Okaro White,PF,6-8,205,"August 13, 1992",United States,2,Florida State
