,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,15,DeMarcus Cousins,C,6-10,270,"August 13, 1990",United States,1,Kentucky
1,13,Tyreke Evans,SG,6-6,220,"September 19, 1989",United States,2,Memphis
2,7,Jimmer Fredette,PG,6-2,195,"February 25, 1989",United States,R,BYU
3,32,Francisco Garcia,SF,6-7,195,"December 31, 1981",Dominican Republic,6,Louisville
4,20,Donte Greene,PF,6-11,226,"February 21, 1988",Germany,3,Syracuse
5,42,Chuck Hayes,C,6-6,240,"June 11, 1983",United States,6,Kentucky
6,31,JJ Hickson,PF,6-9,242,"September 4, 1988",United States,3,NC State
7,3,Tyler Honeycutt,SF,6-8,188,"July 15, 1990",United States,R,UCLA
8,25,Travis Outlaw,SF,6-9,210,"September 18, 1984",United States,8,
9,5,John Salmons,SF,6-7,210,"December 12, 1979",United States,9,Miami (FL)
10,22,Isaiah Thomas,PG,5-9,185,"February 7, 1989",United States,R,Washington
11,34,Jason Thompson,PF,6-11,250,"July 21, 1986",United States,3,Rider University
12,23,Marcus Thornton,SG,6-4,205,"June 5, 1987",United States,2,LSU
13,33,Hassan Whiteside,C,7-0,265,"June 13, 1989",United States,1,Marshall
14,55,Terrence Williams,SG,6-6,220,"June 28, 1987",United States,2,Louisville
