Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2019-20,23.0,MEM,NBA,PF,58,1300,20.9,0.663,0.134,0.234,7.6,20.1,14.0,9.5,1.1,3.2,9.4,18.7,3.4,1.6,5.0,0.183,2.4,0.7,3.1,1.7
2020-21,24.0,MEM,NBA,PF,59,1415,17.3,0.56,0.156,0.228,7.2,17.5,12.3,9.5,2.0,3.2,5.7,17.2,2.2,2.0,4.2,0.142,0.3,1.0,1.3,1.2
2021-22,25.0,MEM,NBA,PF,18,289,22.4,0.625,0.082,0.278,11.8,18.1,14.8,13.2,1.2,4.3,6.0,16.8,1.0,0.1,1.2,0.192,2.2,-0.7,1.5,0.2
Career,,,NBA,,135,3004,19.4,0.612,0.139,0.235,7.8,18.7,13.3,9.9,1.6,3.3,7.4,17.8,6.7,3.6,10.3,0.165,1.4,0.7,2.1,3.1
