,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,37,45,37,45,-1.72,0.39,-1.33,107.8,109.5,103.2,0.257,0.342,0.527,13.4,22.2,0.18,0.516,12.2,76.4,0.192,STAPLES Center,778877
1,Lg Rank,20,11,23,23,23.0,5.0,23.0,24.0,12.0,4.0,16.0,17.0,14.0,28.0,17.0,25.0,11.0,16.0,22.0,13.0,,10
