,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,17,Lou Amundson,PF,6-9,220,"December 7, 1982",United States,2,UNLV
1,10,Leandro Barbosa,SG,6-3,194,"November 28, 1982",Brazil,5,
2,22,Matt Barnes,PF,6-7,226,"March 9, 1980",United States,5,UCLA
3,19,Raja Bell,SG,6-5,204,"September 19, 1976",U.S. Virgin Islands,8,"Boston University, Florida International University"
4,11,Dee Brown,PG,6-0,185,"August 17, 1984",United States,1,Illinois
5,3,Boris Diaw,PF,6-8,250,"April 16, 1982",France,5,
6,2,Goran Dragic,PG,6-3,190,"May 6, 1986",Slovenia,R,
7,3,Jared Dudley,SF,6-6,237,"July 10, 1985",United States,1,Boston College
8,33,Grant Hill,SF,6-8,225,"October 5, 1972",United States,13,Duke
9,15,Robin Lopez,C,7-0,281,"April 1, 1988",United States,R,Stanford
10,13,Steve Nash,PG,6-3,195,"February 7, 1974",South Africa,12,Santa Clara
11,32,Shaquille O'Neal,C,7-1,325,"March 6, 1972",United States,16,LSU
12,23,Jason Richardson,SG,6-6,220,"January 20, 1981",United States,7,Michigan State
13,4,Courtney Sims,C,6-10,245,"October 21, 1983",United States,1,Michigan
14,14,Sean Singletary,PG,6-0,185,"September 6, 1985",United States,R,Virginia
15,1,Amar'e Stoudemire,PF,6-10,245,"November 16, 1982",United States,6,
16,4,Stromile Swift,PF,6-9,225,"November 21, 1979",United States,8,LSU
17,29,Alando Tucker,SG,6-6,205,"February 11, 1984",United States,1,Wisconsin
