,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,43,39,42,40,0.26,0.23,0.49,107.8,107.6,89.9,0.282,0.245,0.5,12.1,24.6,0.212,0.501,14.5,72.9,0.251,AmericanAirlines Arena,748778
1,Lg Rank,14,17,14,14,14.0,7.0,14.0,20.0,11.0,22.0,24.0,8.0,16.0,3.0,24.0,26.0,16.0,4.0,19.0,21.0,,15
