Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2016-17,19.0,PHO,NBA,SF,32.0,545.0,12.0,0.604,0.091,0.339,7.6,8.2,7.9,3.1,1.2,1.9,8.6,11.7,0.9,0.2,1.1,0.098,-1.6,-0.7,-2.3,0.0
2017-18,20.0,TOT,NBA,SF,20.0,245.0,10.1,0.48,0.34,0.453,9.6,7.8,8.7,5.1,0.8,4.4,9.9,12.8,0.1,0.2,0.4,0.075,-2.9,0.2,-2.7,0.0
2017-18,20.0,PHO,NBA,SF,6.0,33.0,18.4,0.678,0.5,1.5,6.4,6.6,6.5,12.3,1.5,9.8,13.1,9.8,0.1,0.0,0.1,0.177,2.0,2.8,4.8,0.1
2017-18,20.0,MIA,NBA,SF,14.0,212.0,8.8,0.457,0.327,0.367,10.1,8.0,9.0,4.0,0.7,3.6,9.5,13.3,0.0,0.2,0.3,0.059,-3.7,-0.2,-3.9,-0.1
2018-19,21.0,MIA,NBA,SF,60.0,1153.0,14.0,0.559,0.281,0.377,8.8,13.3,11.1,4.7,1.9,3.3,10.2,15.6,1.2,1.7,2.9,0.121,-1.5,1.0,-0.5,0.4
2019-20,22.0,MIA,NBA,SF,59.0,1375.0,14.9,0.62,0.378,0.352,5.6,13.1,9.5,6.7,2.1,2.7,6.9,13.9,2.6,1.8,4.4,0.153,-0.3,1.1,0.7,1.0
2020-21,23.0,POR,NBA,SF,58.0,1318.0,11.9,0.576,0.447,0.299,6.1,10.7,8.3,4.8,1.4,3.7,8.5,12.3,1.6,0.8,2.4,0.089,-1.6,-0.3,-1.9,0.1
2021-22,24.0,CHI,NBA,SF,6.0,94.0,21.0,0.741,0.421,0.632,5.8,11.3,8.6,0.0,2.1,7.3,0.0,11.3,0.4,0.2,0.5,0.278,2.9,2.8,5.7,0.2
Career,,,NBA,,235.0,4730.0,13.4,0.586,0.338,0.353,7.0,11.6,9.3,5.0,1.7,3.2,8.5,13.5,6.9,4.9,11.8,0.119,-1.2,0.5,-0.7,1.5
,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIA,NBA,,133.0,2740.0,14.1,0.581,0.331,0.364,7.3,12.8,10.1,5.6,1.9,3.0,8.6,14.6,3.9,3.7,7.6,0.132,-1.1,0.9,-0.2,1.3
1 season,,POR,NBA,,58.0,1318.0,11.9,0.576,0.447,0.299,6.1,10.7,8.3,4.8,1.4,3.7,8.5,12.3,1.6,0.8,2.4,0.089,-1.6,-0.3,-1.9,0.1
2 seasons,,PHO,NBA,,38.0,578.0,12.3,0.607,0.104,0.376,7.5,8.1,7.8,3.7,1.2,2.4,8.8,11.6,1.0,0.2,1.2,0.102,-1.4,-0.5,-1.9,0.0
1 season,,CHI,NBA,,6.0,94.0,21.0,0.741,0.421,0.632,5.8,11.3,8.6,0.0,2.1,7.3,0.0,11.3,0.4,0.2,0.5,0.278,2.9,2.8,5.7,0.2
