,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,4,Arron Afflalo,SF,6-5,210,"October 15, 1985",United States,5,UCLA
1,19,Gustavo Ayon,C,6-10,250,"April 1, 1985",Mexico,1,
2,11,Glen Davis,PF,6-9,289,"January 1, 1986",United States,5,LSU
3,21,Maurice Harkless,SF,6-7,220,"May 11, 1993",United States,R,St. John's
4,3,Al Harrington,C,6-9,230,"February 17, 1980",United States,14,
5,12,Tobias Harris,PF,6-8,226,"July 15, 1992",United States,1,Tennessee
6,20,DeQuan Jones,SF,6-8,221,"June 20, 1990",United States,R,Miami (FL)
7,1,Doron Lamb,SG,6-4,210,"November 6, 1991",United States,R,Kentucky
8,17,Josh McRoberts,PF,6-10,240,"February 28, 1987",United States,5,Duke
9,55,E'Twaun Moore,SG,6-3,191,"February 25, 1989",United States,1,Purdue
10,14,Jameer Nelson,PG,6-0,190,"February 9, 1982",United States,8,Saint Joseph's
11,44,Andrew Nicholson,PF,6-9,250,"December 8, 1989",Canada,R,St. Bonaventure
12,2,Kyle O'Quinn,C,6-9,250,"March 26, 1990",United States,R,Norfolk State
13,7,JJ Redick,SG,6-3,200,"June 24, 1984",United States,6,Duke
14,10,Ish Smith,PG,6-0,175,"July 5, 1988",United States,2,Wake Forest
15,15,Hedo Turkoglu,SF,6-10,220,"March 19, 1979",Turkey,12,
16,19,Beno Udrih,PG,6-3,205,"July 5, 1982",Slovenia,8,
17,9,Nikola Vucevic,C,6-11,260,"October 24, 1990",Switzerland,1,USC
