,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19880,3046,6511,0.468,437,1252,0.349,2609,5259,0.496,1775,2323,0.764,909,2438,3347,1810,667,423,1297,2000,8304
1,Team/G,,242.4,37.1,79.4,0.468,5.3,15.3,0.349,31.8,64.1,0.496,21.6,28.3,0.764,11.1,29.7,40.8,22.1,8.1,5.2,15.8,24.4,101.3
2,Lg Rank,,8,5,19,3.0,17,17,19.0,11,18,3.0,3,4,14.0,23,16,24,9,8,13,26,27,5
3,Year/Year,,0.9%,7.1%,1.5%,0.025,-21.0%,-21.7%,0.003,13.9%,9.2%,0.021,12.9%,10.9%,0.014,6.8%,-0.1%,1.7%,7.5%,-13.4%,27.8%,-2.6%,8.9%,6.3%
4,Opponent,82.0,19880,2960,6664,0.444,488,1370,0.356,2472,5294,0.467,1825,2423,0.753,1039,2427,3466,1859,714,402,1277,1937,8233
5,Opponent/G,,242.4,36.1,81.3,0.444,6.0,16.7,0.356,30.1,64.6,0.467,22.3,29.5,0.753,12.7,29.6,42.3,22.7,8.7,4.9,15.6,23.6,100.4
6,Lg Rank,,8,17,18,13.0,25,26,13.0,14,14,12.0,28,29,14.0,25,13,20,25,29,16,8,7,22
7,Year/Year,,0.9%,2.3%,0.6%,0.007,-12.1%,-10.7%,-0.006,5.7%,4.0%,0.008,15.0%,12.3%,0.017,-2.8%,-3.8%,-3.5%,-1.2%,-0.7%,-1.5%,-9.2%,6.5%,3.8%
