,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,8,Alexis Ajinca,C,7-2,248,"May 6, 1988",France,2,
1,11,JJ Barea,PG,5-10,180,"June 26, 1984",Puerto Rico,4,Northeastern University
2,3,Rodrigue Beaubois,PG,6-0,170,"February 24, 1988",Guadeloupe,1,
3,13,Corey Brewer,SG,6-9,186,"March 5, 1986",United States,3,Florida
4,4,Caron Butler,SF,6-7,228,"March 13, 1980",United States,8,UConn
5,35,Brian Cardinal,SF,6-8,245,"May 2, 1977",United States,10,Purdue
6,6,Tyson Chandler,C,7-0,235,"October 2, 1982",United States,9,
7,33,Brendan Haywood,C,7-0,268,"November 27, 1979",United States,9,UNC
8,20,Dominique Jones,SG,6-4,215,"October 15, 1988",United States,R,South Florida
9,2,Jason Kidd,PG,6-4,205,"March 23, 1973",United States,16,California
10,28,Ian Mahinmi,C,6-11,262,"November 5, 1986",France,2,
11,0,Shawn Marion,SF,6-7,220,"May 7, 1978",United States,11,"Vincennes University, UNLV"
12,21,Steve Novak,SF,6-10,225,"June 13, 1983",United States,4,Marquette
13,41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",Germany,12,
14,7,Sasha Pavlovic,SF,6-8,220,"November 15, 1983",Montenegro,7,
15,92,DeShawn Stevenson,SG,6-5,210,"April 3, 1981",United States,10,
16,16,Peja Stojakovic,SF,6-10,229,"June 9, 1977",Croatia,12,
17,31,Jason Terry,SG,6-2,185,"September 15, 1977",United States,11,Arizona
