Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2021-22,23.0,LAL,NBA,SG,12,0,19.8,1.9,4.0,0.479,0.8,2.3,0.321,1.2,1.7,0.7,0.573,0.8,0.8,0.9,0.3,1.8,2.1,1.0,0.3,0.2,0.8,1.8,5.3
Career,,,NBA,,12,0,19.8,1.9,4.0,0.479,0.8,2.3,0.321,1.2,1.7,0.7,0.573,0.8,0.8,0.9,0.3,1.8,2.1,1.0,0.3,0.2,0.8,1.8,5.3
