,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,14.0,Brandon Ingram,SF,6-8,190,"September 2, 1997",us,5,Duke
1,6.0,Nickeil Alexander-Walker,SG,6-6,205,"September 2, 1998",ca,2,Virginia Tech
2,4.0,Devonte' Graham,PG,6-1,195,"February 22, 1995",us,3,Kansas
3,17.0,Jonas Valanciunas,C,6-11,265,"May 6, 1992",lt,9,
4,25.0,Trey Murphy III,F,6-9,206,"June 18, 2000",us,R,"Rice University, Virginia"
5,3.0,Josh Hart,SF,6-5,215,"March 6, 1995",us,4,Villanova
6,13.0,Kira Lewis Jr,PG,6-1,170,"April 6, 2001",us,1,Alabama
7,10.0,Jaxson Hayes,C,6-11,220,"May 23, 2000",us,2,Texas
8,8.0,Naji Marshall,SF,6-7,220,"January 24, 1998",us,1,Xavier
9,5.0,Herb Jones,F,6-8,210,"October 6, 1998",us,R,Alabama
10,41.0,Garrett Temple,SG,6-5,195,"May 8, 1986",us,11,LSU
11,31.0,Tomas Satoransky,SG,6-7,210,"October 30, 1991",cz,5,
12,,Willy Hernangomez,C,6-11,250,"May 27, 1994",es,5,
13,,Zion Williamson,PF,6-7,284,"July 6, 2000",us,2,Duke
14,,Daulton Hommes (TW),G-F,6-8,215,"July 4, 1996",us,R,"Western Washington, Point Loma Nazarene"
15,,Jose Alvarado (TW),G,6-0,179,"April 12, 1998",us,R,Georgia Tech
16,,Didi Louzada,SF,6-5,188,"February 7, 1999",br,1,
