,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,31.0,Jarrett Allen,C,6-11,243,"April 21, 1998",us,4,Texas
1,2.0,Collin Sexton,SG,6-1,190,"January 4, 1999",us,3,Alabama
2,4.0,Evan Mobley,F-C,7-0,215,"June 18, 2001",us,R,USC
3,16.0,Cedi Osman,SF,6-7,230,"April 8, 1995",mk,4,
4,10.0,Darius Garland,PG,6-1,192,"January 26, 2000",us,2,Vanderbilt
5,24.0,Lauri Markkanen,PF,7-0,240,"May 22, 1997",fi,4,Arizona
6,35.0,Isaac Okoro,SF,6-5,225,"January 26, 2001",us,1,Auburn
7,0.0,Kevin Love,PF,6-8,251,"September 7, 1988",us,13,UCLA
8,,Dean Wade,PF,6-9,228,"November 20, 1996",us,2,Kansas State
9,,Kevin Pangos,G,6-2,179,"January 26, 1993",ca,R,Gonzaga
10,,Taurean Prince,F,6-7,218,"March 22, 1994",us,5,Baylor
11,,Denzel Valentine,SG,6-4,220,"November 16, 1993",us,4,Michigan State
12,,Isaiah Hartenstein,F,7-0,250,"May 5, 1998",us,3,
13,,Ed Davis,C,6-9,218,"June 5, 1989",us,11,UNC
14,,Lamar Stevens,PF,6-6,230,"July 9, 1997",us,1,Penn State
15,,RJ Nembhard (TW),G,6-5,200,"March 22, 1999",us,R,TCU
16,,Tacko Fall (TW),C,7-5,311,"December 10, 1995",sn,2,Central Florida
17,,Dylan Windler,SF,6-6,196,"September 22, 1996",us,1,Belmont
