,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2019-20,21.0,WAS,NBA,PF,48,48,30.1,5.3,11.4,0.466,0.5,1.8,0.287,4.8,9.5,0.5,0.489,2.4,2.9,0.829,1.6,4.5,6.1,1.8,0.8,0.2,1.1,2.2,13.5
1,2020-21,22.0,WAS,NBA,PF,57,57,31.5,5.4,11.4,0.478,0.8,2.4,0.328,4.6,9.0,0.519,0.513,2.2,2.8,0.77,0.9,4.6,5.5,1.4,0.8,0.1,1.2,2.1,13.8
2,Career,,,NBA,,105,105,30.9,5.4,11.4,0.473,0.7,2.1,0.313,4.7,9.2,0.51,0.502,2.3,2.9,0.797,1.2,4.6,5.8,1.6,0.8,0.1,1.2,2.1,13.7
