Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2018-19,23.0,MEM,NBA,PG,39.0,577.0,7.8,0.432,0.551,0.173,2.7,10.3,6.4,17.4,2.2,1.8,14.2,18.0,-0.7,0.7,0.0,-0.003,-4.1,0.1,-4.0,-0.3
2019-20,24.0,PHO,NBA,PG,58.0,945.0,11.3,0.563,0.601,0.111,3.5,10.5,6.9,11.9,2.4,1.6,11.2,12.9,0.8,1.0,1.8,0.093,-0.7,1.3,0.6,0.6
2020-21,25.0,PHO,NBA,PG,60.0,717.0,12.2,0.548,0.677,0.031,2.6,11.8,7.3,13.0,2.0,1.1,6.6,15.0,0.7,0.8,1.6,0.104,-0.6,1.1,0.5,0.5
2021-22,26.0,BRK,NBA,PG,15.0,223.0,5.7,0.38,0.698,0.038,1.0,9.5,5.4,11.3,1.7,1.9,6.9,11.5,-0.2,0.3,0.1,0.023,-4.9,0.6,-4.3,-0.1
Career,,,NBA,,172.0,2462.0,10.2,0.51,0.619,0.097,2.8,10.7,6.8,13.5,2.2,1.5,10.4,14.6,0.7,2.7,3.5,0.067,-1.9,0.9,-0.9,0.7
,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,PHO,NBA,,118.0,1662.0,11.7,0.556,0.637,0.073,3.1,11.1,7.1,12.4,2.2,1.4,9.1,13.8,1.6,1.8,3.4,0.098,-0.7,1.2,0.6,1.1
1 season,,MEM,NBA,,39.0,577.0,7.8,0.432,0.551,0.173,2.7,10.3,6.4,17.4,2.2,1.8,14.2,18.0,-0.7,0.7,0.0,-0.003,-4.1,0.1,-4.0,-0.3
1 season,,BRK,NBA,,15.0,223.0,5.7,0.38,0.698,0.038,1.0,9.5,5.4,11.3,1.7,1.9,6.9,11.5,-0.2,0.3,0.1,0.023,-4.9,0.6,-4.3,-0.1
