,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,50,Joel Anthony,C,6-9,245,"August 9, 1982",Canada,8,UNLV
1,12,Aron Baynes,C,6-10,260,"December 9, 1986",New Zealand,3,Washington State
2,22,Steve Blake,PG,6-3,172,"February 26, 1980",United States,12,Maryland
3,25,Reggie Bullock,SF,6-6,205,"March 16, 1991",United States,2,UNC
4,5,Kentavious Caldwell-Pope,SG,6-5,204,"February 18, 1993",United States,2,Georgia
5,8,Spencer Dinwiddie,PG,6-5,215,"April 6, 1993",United States,1,Colorado
6,0,Andre Drummond,C,6-10,279,"August 10, 1993",United States,3,UConn
7,32,Justin Harper,PF,6-10,225,"August 30, 1989",United States,1,Richmond
8,34,Tobias Harris,PF,6-8,226,"July 15, 1992",United States,4,Tennessee
9,6,Darrun Hilliard,SG,6-6,205,"April 13, 1993",United States,R,Villanova
10,23,Ersan Ilyasova,PF,6-9,235,"May 15, 1987",Turkey,7,
11,1,Reggie Jackson,PG,6-2,208,"April 16, 1990",Italy,4,Boston College
12,7,Brandon Jennings,PG,6-1,170,"September 23, 1989",United States,6,
13,3,Stanley Johnson,SF,6-6,242,"May 29, 1996",United States,R,Arizona
14,20,Jodie Meeks,SG,6-4,210,"August 21, 1987",United States,6,Kentucky
15,13,Marcus Morris,SF,6-8,218,"September 2, 1989",United States,4,Kansas
16,43,Anthony Tolliver,PF,6-8,240,"June 1, 1985",United States,7,Creighton
