,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,66.0,15940,2611,5463,0.478,552,1405,0.393,2059,4058,0.507,1067,1427,0.748,683,2153,2836,1528,490,293,895,1143,6841
1,Team/G,,241.5,39.6,82.8,0.478,8.4,21.3,0.393,31.2,61.5,0.507,16.2,21.6,0.748,10.3,32.6,43.0,23.2,7.4,4.4,13.6,17.3,103.7
2,Lg Rank,,16,1,7,1.0,2,7,1.0,10,21,3.0,18,17,19.0,25,5,9,4,20,24,3,3,2
3,Year/Year,,0.1%,3.0%,2.4%,0.003,0.1%,1.1%,-0.004,3.9%,2.9%,0.005,-12.8%,-10.6%,-0.019,2.4%,2.8%,2.7%,3.4%,1.1%,-2.1%,1.0%,-8.7%,-0.0%
4,Opponent,66.0,15940,2512,5560,0.452,412,1166,0.353,2100,4394,0.478,932,1233,0.756,680,2039,2719,1291,489,330,906,1244,6368
5,Opponent/G,,241.5,38.1,84.2,0.452,6.2,17.7,0.353,31.8,66.6,0.478,14.1,18.7,0.756,10.3,30.9,41.2,19.6,7.4,5.0,13.7,18.8,96.5
6,Lg Rank,,16,25,25,17.0,11,10,19.0,25,26,14.0,2,2,18.0,3,15,11,5,5,16,24,21,16
7,Year/Year,,0.1%,-0.2%,0.7%,-0.004,6.9%,11.0%,-0.014,-1.5%,-1.7%,0.001,-11.0%,-9.8%,-0.01,-4.4%,1.6%,0.0%,-4.8%,7.2%,9.6%,2.8%,-9.1%,-1.5%
