,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2015-16,22.0,TOR,NBA,SG,49.0,725.0,13.3,0.541,0.389,0.231,2.6,14.8,8.8,10.4,2.1,1.1,11.3,17.8,0.7,0.9,1.6,0.105,-0.5,0.3,-0.3,0.3
1,2016-17,23.0,TOR,NBA,SG,76.0,1368.0,14.0,0.552,0.342,0.314,2.2,11.8,7.0,9.3,1.9,0.9,10.8,21.1,1.4,1.4,2.8,0.097,-0.6,0.1,-0.5,0.5
2,2017-18,24.0,TOR,NBA,SG,70.0,1062.0,8.5,0.492,0.497,0.104,1.5,10.9,6.3,11.8,1.7,1.2,14.4,18.9,-0.6,1.2,0.6,0.027,-3.2,0.2,-2.9,-0.3
3,2018-19,25.0,TOR,NBA,SG,60.0,1126.0,13.3,0.596,0.425,0.188,1.6,11.5,6.7,11.6,1.7,1.0,13.1,19.0,1.0,1.4,2.4,0.102,-0.9,0.2,-0.7,0.4
4,2019-20,26.0,TOR,NBA,SG,52.0,1479.0,16.8,0.624,0.457,0.256,1.9,11.4,6.8,9.7,1.9,1.4,10.4,21.5,2.3,2.3,4.6,0.15,1.2,0.8,2.0,1.5
5,2020-21,27.0,TOT,NBA,"SF,SG",69.0,2205.0,16.2,0.618,0.453,0.295,2.0,8.8,5.3,9.2,1.8,0.8,10.3,22.6,3.4,1.3,4.7,0.103,0.8,-0.7,0.1,1.2
6,2020-21,27.0,TOR,NBA,SG,42.0,1277.0,17.7,0.645,0.475,0.288,1.6,9.6,5.4,10.0,1.8,0.6,10.8,24.2,2.3,0.9,3.2,0.12,1.8,-0.6,1.2,1.0
7,2020-21,27.0,POR,NBA,SF,27.0,928.0,14.2,0.576,0.418,0.307,2.6,7.8,5.1,8.1,1.8,1.0,9.5,20.5,1.1,0.4,1.5,0.078,-0.6,-0.8,-1.4,0.1
8,Career,,,NBA,,376.0,7965.0,14.3,0.585,0.432,0.248,1.9,11.0,6.5,10.1,1.8,1.0,11.3,20.7,8.3,8.4,16.7,0.101,-0.2,0.1,-0.2,3.6
9,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,6 seasons,,TOR,NBA,,349.0,7037.0,14.3,0.586,0.434,0.24,1.8,11.4,6.7,10.3,1.8,1.0,11.6,20.7,7.2,8.0,15.2,0.103,-0.2,0.2,0.0,3.5
11,1 season,,POR,NBA,,27.0,928.0,14.2,0.576,0.418,0.307,2.6,7.8,5.1,8.1,1.8,1.0,9.5,20.5,1.1,0.4,1.5,0.078,-0.6,-0.8,-1.4,0.1
