,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,73.0,17570,3106,6634,0.468,798,2297,0.347,2308,4337,0.532,1212,1589,0.763,754,2643,3397,1965,576,398,1113,1546,8222
1,Team/G,,240.7,42.5,90.9,0.468,10.9,31.5,0.347,31.6,59.4,0.532,16.6,21.8,0.763,10.3,36.2,46.5,26.9,7.9,5.5,15.2,21.2,112.6
2,Lg Rank,,9,3,6,7.0,25,24,23.0,2,4,7.0,23,24,19.0,14,5,5,2,12,7,23,18,14
3,Year/Year,,-0.7%,12.1%,7.6%,0.019,10.5%,9.0%,0.005,12.6%,6.9%,0.027,-6.3%,-5.2%,-0.009,17.1%,9.8%,11.4%,12.4%,-5.4%,-0.2%,9.0%,-3.6%,8.8%
4,Opponent,73.0,17570,2964,6592,0.45,942,2580,0.365,2022,4012,0.504,1430,1828,0.782,756,2519,3275,1814,585,386,1080,1474,8300
5,Opponent/G,,240.7,40.6,90.3,0.45,12.9,35.3,0.365,27.7,55.0,0.504,19.6,25.0,0.782,10.4,34.5,44.9,24.8,8.0,5.3,14.8,20.2,113.7
6,Lg Rank,,9,14,22,9.0,23,25,24.0,8,15,6.0,26,25,21.0,19,12,14,18,21,22,12,20,21
7,Year/Year,,-0.7%,8.0%,8.3%,-0.001,11.3%,9.8%,0.005,6.5%,7.4%,-0.004,1.3%,1.5%,-0.002,8.7%,-1.9%,0.4%,6.1%,5.1%,7.9%,-2.9%,-5.8%,7.1%
