,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19755,3174,6906,0.46,1256,3470,0.362,1918,3436,0.558,1609,2061,0.781,739,2825,3564,1767,699,392,1135,1597,9213
1,Team/G,,240.9,38.7,84.2,0.46,15.3,42.3,0.362,23.4,41.9,0.558,19.6,25.1,0.781,9.0,34.5,43.5,21.5,8.5,4.8,13.8,19.5,112.4
2,Lg Rank,,18,22,27,15.0,1,1,13.0,30,30,2.0,2,3,9.0,24,10,18,26,5,15,12,12,2
3,Year/Year,,-0.1%,-4.0%,-3.4%,-0.003,6.4%,5.0%,0.005,-9.7%,-10.7%,0.006,-3.5%,-5.3%,0.015,-17.2%,2.9%,-2.0%,-14.6%,4.3%,11.4%,-8.5%,-2.3%,-2.6%
4,Opponent,82.0,19755,3244,7017,0.462,829,2365,0.351,2415,4652,0.519,1201,1610,0.746,710,2738,3448,1837,609,363,1194,1670,8518
5,Opponent/G,,240.9,39.6,85.6,0.462,10.1,28.8,0.351,29.5,56.7,0.519,14.6,19.6,0.746,8.7,33.4,42.0,22.4,7.4,4.4,14.6,20.4,103.9
6,Lg Rank,,18,17,14,16.0,9,11,7.0,19,14,20.0,4,6,3.0,3,15,4,11,11,5,10,11,6
7,Year/Year,,-0.1%,-3.9%,-3.7%,-0.001,1.1%,-1.0%,0.007,-5.5%,-5.0%,-0.003,-15.1%,-11.5%,-0.032,-19.1%,0.1%,-4.6%,-7.2%,-12.6%,-11.2%,-3.3%,-0.2%,-5.2%
