Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2018-19,19.0,MEM,NBA,PF,58,1515,16.4,0.591,0.241,0.334,5.3,15.0,10.1,7.2,1.7,5.1,12.7,22.8,1.2,2.2,3.3,0.105,-1.2,1.0,-0.3,0.7
2019-20,20.0,MEM,NBA,C,57,1622,16.3,0.593,0.489,0.247,3.6,13.2,8.5,7.2,1.2,5.0,10.6,24.0,1.6,1.8,3.5,0.103,0.3,0.1,0.4,1.0
2020-21,21.0,MEM,NBA,C,11,258,18.0,0.551,0.48,0.336,6.9,18.7,12.7,6.8,2.2,6.3,9.5,25.9,0.2,0.5,0.7,0.123,-0.7,0.6,-0.1,0.1
2021-22,22.0,MEM,NBA,PF,20,531,16.4,0.529,0.471,0.247,4.9,18.3,11.4,5.3,1.5,6.6,9.3,24.6,0.4,0.3,0.8,0.068,-0.8,-1.7,-2.5,-0.1
Career,,,NBA,,146,3926,16.4,0.58,0.401,0.283,4.7,14.9,9.8,6.9,1.5,5.3,11.1,23.7,3.5,4.8,8.2,0.1,-0.5,0.2,-0.3,1.7
