,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,42,Alexis Ajinca,C,7-2,248,"May 6, 1988",France,5,
1,33,Ryan Anderson,PF,6-9,240,"May 6, 1988",United States,7,California
2,3,Omer Asik,C,7-0,255,"July 4, 1986",Turkey,5,
3,8,Luke Babbitt,SF,6-9,225,"June 20, 1989",United States,5,Nevada
4,30,Norris Cole,PG,6-2,175,"October 13, 1988",United States,4,Cleveland State University
5,44,Dante Cunningham,SF,6-8,230,"April 22, 1987",United States,6,Villanova
6,23,Anthony Davis,C,6-10,253,"March 11, 1993",United States,3,Kentucky
7,31,Bryce Dejean-Jones,SG,6-6,209,"August 21, 1992",United States,R,"USC, UNLV, Iowa State"
8,16,Toney Douglas,PG,6-2,195,"March 16, 1986",United States,6,"Auburn, Florida State"
9,4,James Ennis,SF,6-6,215,"July 1, 1990",United States,1,Cal State Long Beach
10,1,Tyreke Evans,SG,6-6,220,"September 19, 1989",United States,6,Memphis
11,2,Tim Frazier,PG,6-0,170,"November 1, 1990",United States,1,Penn State
12,32,Jimmer Fredette,SG,6-2,195,"February 25, 1989",United States,4,BYU
13,15,Alonzo Gee,SF,6-6,225,"May 29, 1987",United States,6,Alabama
14,10,Eric Gordon,SG,6-3,215,"December 25, 1988",United States,7,Indiana
15,25,Jordan Hamilton,SF,6-7,220,"October 6, 1990",United States,4,Texas
16,11,Jrue Holiday,PG,6-3,205,"June 12, 1990",United States,6,UCLA
17,0,Orlando Johnson,SG,6-5,220,"March 11, 1989",United States,2,"Loyola Marymount, UC Santa Barbara"
18,5,Kendrick Perkins,C,6-10,270,"November 10, 1984",United States,12,
19,2,Nate Robinson,PG,5-9,180,"May 31, 1984",United States,10,Washington
20,4,Ish Smith,PG,6-0,175,"July 5, 1988",United States,5,Wake Forest
