,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,24,Kent Bazemore,SF,6-4,195,"July 1, 1989",United States,4,Old Dominion
1,95,DeAndre' Bembry,SF,6-5,210,"July 4, 1994",United States,R,Saint Joseph's
2,13,Jose Calderon,PG,6-3,200,"September 28, 1981",Spain,11,
3,5,Malcolm Delaney,PG,6-3,190,"March 11, 1989",United States,R,Virginia Tech
4,34,Mike Dunleavy,SF,6-9,230,"September 15, 1980",United States,14,Duke
5,10,Tim Hardaway,SG,6-5,205,"March 16, 1992",United States,3,Michigan
6,8,Dwight Howard,C,6-10,265,"December 8, 1985",United States,12,
7,43,Kris Humphries,PF,6-9,235,"February 6, 1985",United States,12,Minnesota
8,7,Ersan Ilyasova,PF,6-9,235,"May 15, 1987",Turkey,8,
9,30,Ryan Kelly,PF,6-11,230,"April 9, 1991",United States,3,Duke
10,26,Kyle Korver,SG,6-7,212,"March 17, 1981",United States,13,Creighton
11,4,Paul Millsap,PF,6-7,257,"February 10, 1985",United States,10,Louisiana Tech
12,31,Mike Muscala,C,6-10,240,"July 1, 1991",United States,3,Bucknell
13,14,Gary Neal,SG,6-4,210,"October 3, 1984",United States,6,"La Salle, Towson University"
14,13,Lamar Patterson,SG,6-5,225,"August 12, 1991",United States,1,Pitt
15,12,Taurean Prince,SF,6-7,218,"March 22, 1994",United States,R,Baylor
16,17,Dennis Schroder,PG,6-3,172,"September 15, 1993",Germany,3,
17,32,Mike Scott,PF,6-7,237,"July 16, 1988",United States,4,Virginia
18,25,Thabo Sefolosha,SF,6-6,215,"May 2, 1984",Switzerland,10,
19,22,Edy Tavares,C,7-3,260,"March 22, 1992",Cape Verde,1,
