,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19780,2875,6090,0.472,342,962,0.356,2533,5128,0.494,1679,2393,0.702,920,2418,3338,1525,565,416,1392,1904,7771
1,Team/G,,241.2,35.1,74.3,0.472,4.2,11.7,0.356,30.9,62.5,0.494,20.5,29.2,0.702,11.2,29.5,40.7,18.6,6.9,5.1,17.0,23.2,94.8
2,Lg Rank,,22,26,30,4.0,27,28,15.0,10,18,9.0,8,7,28.0,15,19,16,29,22,11,29,21,27
3,Year/Year,,-0.6%,-1.2%,-1.2%,0.0,14.4%,20.9%,-0.02,-3.0%,-4.5%,0.008,1.0%,5.1%,-0.029,3.1%,0.7%,1.3%,2.0%,6.2%,14.9%,12.3%,-0.2%,-0.2%
4,Opponent,82.0,19780,2739,6191,0.442,461,1306,0.353,2278,4885,0.466,1768,2327,0.76,865,2217,3082,1609,678,376,1232,1921,7707
5,Opponent/G,,241.2,33.4,75.5,0.442,5.6,15.9,0.353,27.8,59.6,0.466,21.6,28.4,0.76,10.5,27.0,37.6,19.6,8.3,4.6,15.0,23.4,94.0
6,Lg Rank,,22,1,1,3.0,9,10,9.0,1,2,4.0,26,26,23.0,11,1,2,6,27,14,17,7,7
7,Year/Year,,-0.6%,-4.6%,-2.1%,-0.011,0.2%,1.5%,-0.004,-5.5%,-3.1%,-0.012,5.7%,1.8%,0.028,-5.0%,-1.0%,-2.2%,-2.1%,10.2%,-2.6%,12.1%,1.2%,-2.1%
