,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,30,Earl Barron,C,7-0,250,"August 14, 1981",United States,4,Memphis
1,6,Andrew Bogut,C,7-0,260,"November 28, 1984",Australia,5,Utah
2,11,Earl Boykins,PG,5-5,135,"June 2, 1976",United States,11,Eastern Michigan
3,40,Jon Brockman,C,6-7,255,"March 20, 1987",United States,1,Washington
4,10,Carlos Delfino,SF,6-6,230,"August 29, 1982",Argentina,5,
5,55,Keyon Dooling,PG,6-3,196,"May 8, 1980",United States,10,Missouri
6,17,Chris Douglas-Roberts,SF,6-7,200,"January 8, 1987",United States,2,Memphis
7,0,Drew Gooden,PF,6-10,250,"September 24, 1981",United States,8,Kansas
8,7,Ersan Ilyasova,PF,6-9,235,"May 15, 1987",Turkey,2,
9,3,Brandon Jennings,PG,6-1,170,"September 23, 1989",United States,1,
10,5,Corey Maggette,SF,6-6,218,"November 12, 1979",United States,11,Duke
11,12,Luc Mbah a Moute,PF,6-8,230,"September 9, 1986",Cameroon,2,UCLA
12,22,Michael Redd,SG,6-6,220,"August 24, 1979",United States,10,Ohio State
13,15,John Salmons,SG,6-7,210,"December 12, 1979",United States,8,Miami (FL)
14,8,Larry Sanders,C,6-11,235,"November 21, 1988",United States,R,VCU
15,54,Brian Skinner,C,6-9,255,"May 19, 1976",United States,12,Baylor
16,41,Garrett Temple,SG,6-5,195,"May 8, 1986",United States,1,LSU
