,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,21,Alexis Ajinca,PF,7-2,248,"May 6, 1988",France,R,
1,14,DJ Augustin,PG,5-11,183,"November 10, 1987",United States,R,Texas
2,19,Raja Bell,SG,6-5,204,"September 19, 1976",U.S. Virgin Islands,8,"Boston University, Florida International University"
3,1,Andre Brown,PF,6-9,245,"May 12, 1981",United States,2,DePaul
4,12,Shannon Brown,SG,6-4,205,"November 29, 1985",United States,2,Michigan State
5,13,Matt Carroll,SG,6-6,212,"August 28, 1980",United States,5,Notre Dame
6,32,Boris Diaw,PF,6-8,250,"April 16, 1982",France,5,
7,7,DeSagana Diop,C,7-0,300,"January 30, 1982",Senegal,7,
8,4,Jared Dudley,SF,6-6,237,"July 10, 1985",United States,1,Boston College
9,20,Raymond Felton,PG,6-1,205,"June 26, 1984",United States,3,UNC
10,15,Ryan Hollins,C,7-0,240,"October 10, 1984",United States,2,UCLA
11,5,Juwan Howard,SF,6-9,240,"February 7, 1973",United States,14,Michigan
12,2,Dontell Jefferson,SG,6-5,195,"December 15, 1983",United States,R,Arkansas
13,43,Linton Johnson,PF,6-8,205,"June 13, 1980",United States,5,Tulane
14,27,Dwayne Jones,PF,6-11,250,"June 9, 1983",United States,3,Saint Joseph's
15,1,Cartier Martin,SF,6-7,220,"November 20, 1984",United States,R,Kansas State
16,42,Sean May,PF,6-9,266,"April 4, 1984",United States,2,UNC
17,6,Nazr Mohammed,C,6-10,221,"September 5, 1977",United States,10,Kentucky
18,35,Adam Morrison,SF,6-8,205,"July 19, 1984",United States,1,Gonzaga
19,50,Emeka Okafor,C,6-10,252,"September 28, 1982",United States,4,UConn
20,10,Vladimir Radmanovic,SF,6-10,227,"November 19, 1980",Bosnia & Herzegovina,7,
21,23,Jason Richardson,SG,6-6,220,"January 20, 1981",United States,7,Michigan State
22,44,Sean Singletary,PG,6-0,185,"September 6, 1985",United States,R,Virginia
23,3,Gerald Wallace,SF,6-7,215,"July 23, 1982",United States,7,Alabama
