,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,6,Alan Anderson,SF,6-6,220,"October 16, 1982",United States,4,Michigan State
1,0,Andray Blatche,PF,6-11,235,"August 22, 1986",United States,8,
2,98,Jason Collins,C,7-0,255,"December 2, 1978",United States,12,Stanford
3,30,Reggie Evans,PF,6-8,245,"May 18, 1980",United States,11,Iowa
4,2,Kevin Garnett,C,6-11,240,"May 19, 1976",United States,18,
5,13,Jorge Gutierrez,PG,6-3,191,"December 27, 1988",Mexico,R,California
6,7,Joe Johnson,SG,6-7,240,"June 29, 1981",United States,12,Arkansas
7,47,Andrei Kirilenko,PF,6-9,220,"February 18, 1981",Russia,11,
8,14,Shaun Livingston,PG,6-7,192,"September 11, 1985",United States,8,
9,11,Brook Lopez,C,7-0,282,"April 1, 1988",United States,5,Stanford
10,34,Paul Pierce,SF,6-7,235,"October 13, 1977",United States,15,Kansas
11,1,Mason Plumlee,C,6-11,254,"March 5, 1990",United States,R,Duke
12,20,Tornike Shengelia,SF,6-9,217,"October 5, 1991",Georgia,1,
13,10,Tyshawn Taylor,PG,6-3,185,"April 12, 1990",United States,1,Kansas
14,12,Marquis Teague,SG,6-2,189,"February 28, 1993",United States,1,Kentucky
15,33,Mirza Teletovic,SF,6-9,242,"September 18, 1985",Bosnia & Herzegovina,1,
16,31,Jason Terry,PG,6-2,185,"September 15, 1977",United States,14,Arizona
17,10,Marcus Thornton,SG,6-4,205,"June 5, 1987",United States,4,LSU
18,8,Deron Williams,PG,6-3,200,"June 26, 1984",United States,8,Illinois
