,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,10,Mike Bibby,PG,6-1,190,"May 13, 1978",United States,11,Arizona
1,34,Jason Collins,C,7-0,255,"December 2, 1978",United States,8,Stanford
2,11,Jamal Crawford,SG,6-5,185,"March 20, 1980",United States,9,Michigan
3,1,Maurice Evans,SF,6-5,220,"November 8, 1978",United States,6,"Wichita State, Texas"
4,15,Al Horford,C,6-9,240,"June 3, 1986",Dominican Republic,2,Florida
5,50,Othello Hunter,SF,6-8,225,"May 28, 1986",United States,1,Ohio State
6,2,Joe Johnson,SG,6-7,240,"June 29, 1981",United States,8,Arkansas
7,33,Randolph Morris,PF,6-10,266,"January 2, 1986",United States,3,Kentucky
8,27,Zaza Pachulia,C,6-11,270,"February 10, 1984",Georgia,6,
9,32,Joe Smith,PF,6-10,225,"July 26, 1975",United States,14,Maryland
10,5,Josh Smith,PF,6-9,225,"December 5, 1985",United States,5,
11,0,Jeff Teague,PG,6-3,195,"June 10, 1988",United States,R,Wake Forest
12,6,Mario West,SG,6-5,210,"June 19, 1984",United States,2,Georgia Tech
13,24,Marvin Williams,SF,6-8,237,"June 19, 1986",United States,4,UNC
