,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2019-20,23.0,BRK,NBA,PG,9.0,99.0,21.8,0.541,0.34,0.264,1.1,9.2,5.2,30.8,3.3,1.7,6.3,26.7,0.2,0.1,0.4,0.176,1.5,1.7,3.2,0.1
1,2020-21,24.0,CLE,NBA,PG,9.0,75.0,1.4,0.313,0.364,0.152,2.9,7.6,5.2,7.9,3.3,2.4,14.6,23.9,-0.4,0.1,-0.3,-0.207,-8.5,-1.2,-9.7,-0.1
2,Career,,,NBA,,18.0,174.0,13.0,0.456,0.349,0.221,1.9,8.5,5.2,20.9,3.3,2.0,9.6,25.5,-0.2,0.2,0.0,0.011,-2.8,0.4,-2.4,0.0
3,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1 season,,CLE,NBA,,9.0,75.0,1.4,0.313,0.364,0.152,2.9,7.6,5.2,7.9,3.3,2.4,14.6,23.9,-0.4,0.1,-0.3,-0.207,-8.5,-1.2,-9.7,-0.1
5,1 season,,BRK,NBA,,9.0,99.0,21.8,0.541,0.34,0.264,1.1,9.2,5.2,30.8,3.3,1.7,6.3,26.7,0.2,0.1,0.4,0.176,1.5,1.7,3.2,0.1
