,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,12,Jeff Adrien,PF,6-7,245,"February 10, 1986",United States,4,UConn
1,24,Anthony Bennett,PF,6-8,245,"March 14, 1993",Canada,1,UNLV
2,13,Corey Brewer,SF,6-9,186,"March 5, 1986",United States,7,Florida
3,7,Lorenzo Brown,PG,6-5,189,"August 26, 1990",United States,1,NC State
4,10,Chase Budinger,SF,6-7,209,"May 22, 1988",United States,5,Arizona
5,30,Troy Daniels,SG,6-4,200,"July 15, 1991",United States,1,VCU
6,5,Gorgui Dieng,C,6-10,252,"January 18, 1990",Senegal,1,Louisville
7,21,Kevin Garnett,PF,6-11,240,"May 19, 1976",United States,19,
8,41,Justin Hamilton,C,7-0,260,"April 1, 1990",United States,1,"Iowa State, LSU"
9,4,Robbie Hummel,SF,6-8,215,"March 8, 1989",United States,1,Purdue
10,1,Sean Kilpatrick,SG,6-4,210,"January 6, 1990",United States,R,Cincinnati
11,8,Zach LaVine,PG,6-5,200,"March 10, 1995",United States,R,UCLA
12,23,Kevin Martin,SG,6-7,199,"February 1, 1983",United States,10,Western Carolina University
13,15,Shabazz Muhammad,SG,6-6,223,"November 13, 1992",United States,1,UCLA
14,12,Gary Neal,SG,6-4,210,"October 3, 1984",United States,4,"La Salle, Towson University"
15,50,Arinze Onuaku,C,6-9,255,"July 13, 1987",United States,1,Syracuse
16,3,Adreian Payne,PF,6-10,237,"February 19, 1991",United States,R,Michigan State
17,14,Nikola Pekovic,C,6-11,307,"January 3, 1986",Montenegro,4,
18,13,Miroslav Raduljica,C,7-0,250,"January 5, 1988",Serbia,1,
19,1,Glenn Robinson,SG,6-6,222,"January 8, 1994",United States,R,Michigan
20,9,Ricky Rubio,PG,6-3,190,"October 21, 1990",Spain,3,
21,32,Ronny Turiaf,C,6-10,249,"January 13, 1983",Martinique,9,Gonzaga
22,22,Andrew Wiggins,SF,6-7,197,"February 23, 1995",Canada,R,Kansas
23,25,Mo Williams,PG,6-1,198,"December 19, 1982",United States,11,Alabama
24,33,Thaddeus Young,PF,6-8,235,"June 21, 1988",United States,7,Georgia Tech
