,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,21,Jimmy Butler,SF,6-7,230,"September 14, 1989",United States,5,Marquette
1,0,Isaiah Canaan,SG,6-0,201,"May 21, 1991",United States,3,Murray State
2,7,Michael Carter-Williams,PG,6-5,190,"October 10, 1991",United States,3,Syracuse
3,6,Cristiano Felicio,C,6-11,270,"July 7, 1992",Brazil,1,
4,22,Taj Gibson,PF,6-9,232,"June 24, 1985",United States,7,USC
5,2,Jerian Grant,PG,6-4,205,"October 9, 1992",United States,1,Notre Dame
6,31,RJ Hunter,SG,6-5,185,"October 24, 1993",United States,1,Georgia State University
7,77,Joffrey Lauvergne,C,6-11,220,"September 30, 1991",France,2,
8,8,Robin Lopez,C,7-0,281,"April 1, 1988",United States,8,Stanford
9,11,Doug McDermott,SF,6-7,225,"January 3, 1992",United States,2,Creighton
10,44,Nikola Mirotic,PF,6-10,250,"February 11, 1991",Montenegro,2,
11,11,Anthony Morrow,SG,6-5,210,"September 27, 1985",United States,8,Georgia Tech
12,22,Cameron Payne,PG,6-1,183,"August 8, 1994",United States,1,Murray State
13,5,Bobby Portis,PF,6-10,250,"February 10, 1995",United States,1,Arkansas
14,9,Rajon Rondo,PG,6-1,180,"February 22, 1986",United States,10,Kentucky
15,45,Denzel Valentine,SG,6-4,220,"November 16, 1993",United States,R,Michigan State
16,3,Dwyane Wade,SG,6-4,220,"January 17, 1982",United States,13,Marquette
17,16,Paul Zipser,SF,6-8,215,"February 18, 1994",Germany,R,
