,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,66.0,15965,2268,5154,0.44,365,1075,0.34,1903,4079,0.467,1085,1410,0.77,697,2074,2771,1382,429,321,1001,1532,5986
1,Team/G,,241.9,34.4,78.1,0.44,5.5,16.3,0.34,28.8,61.8,0.467,16.4,21.4,0.77,10.6,31.4,42.0,20.9,6.5,4.9,15.2,23.2,90.7
2,Lg Rank,,10,27,28,23.0,21,20,19.0,24,20,24.0,17,20,12.0,23,9,17,14,28,19,21,30,28
3,Year/Year,,0.3%,-10.4%,-5.2%,-0.025,31.4%,22.4%,0.023,-15.5%,-10.5%,-0.028,-9.6%,-11.3%,0.015,-10.1%,10.0%,4.1%,-4.3%,-8.3%,13.9%,3.1%,5.3%,-8.5%
4,Opponent,66.0,15965,2234,5130,0.435,401,1224,0.328,1833,3906,0.469,1335,1795,0.744,677,1997,2674,1327,478,322,870,1214,6204
5,Opponent/G,,241.9,33.8,77.7,0.435,6.1,18.5,0.328,27.8,59.2,0.469,20.2,27.2,0.744,10.3,30.3,40.5,20.1,7.2,4.9,13.2,18.4,94.0
6,Lg Rank,,10,2,2,8.0,8,16,5.0,3,3,10.0,30,30,7.0,2,11,6,11,4,14,28,26,9
7,Year/Year,,0.3%,-13.6%,-4.4%,-0.046,-7.9%,5.8%,-0.049,-14.8%,-7.2%,-0.042,-0.8%,2.5%,-0.025,-7.8%,1.0%,-1.4%,-11.1%,-5.0%,-12.3%,-5.3%,-6.9%,-10.8%
