,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19705,3020,6823,0.443,659,1896,0.348,2361,4927,0.479,1564,2019,0.775,785,2618,3403,1730,585,439,1232,1848,8263
1,Team/G,,240.3,36.8,83.2,0.443,8.0,23.1,0.348,28.8,60.1,0.479,19.1,24.6,0.775,9.6,31.9,41.5,21.1,7.1,5.4,15.0,22.5,100.8
2,Lg Rank,,29,22,11,28.0,4,3,18.0,29,26,24.0,13,14,8.0,28,6,19,15,17,8,25,28,16
3,Year/Year,,-0.6%,-6.2%,-3.6%,-0.012,1.1%,9.9%,-0.03,-8.1%,-8.0%,-0.0,2.6%,6.8%,-0.032,-15.0%,-1.6%,-5.1%,-2.5%,2.1%,1.2%,3.6%,-2.5%,-4.1%
4,Opponent,82.0,19705,3113,6875,0.453,510,1405,0.363,2603,5470,0.476,1774,2346,0.756,969,2852,3821,1694,654,414,1227,1709,8510
5,Opponent/G,,240.3,38.0,83.8,0.453,6.2,17.1,0.363,31.7,66.7,0.476,21.6,28.6,0.756,11.8,34.8,46.6,20.7,8.0,5.0,15.0,20.8,103.8
6,Lg Rank,,29,19,25,13.0,10,9,21.0,19,27,5.0,29,29,14.0,28,30,29,13,28,18,8,14,23
7,Year/Year,,-0.6%,-0.9%,0.2%,-0.005,-10.4%,-7.5%,-0.012,1.2%,2.4%,-0.006,-4.5%,-3.5%,-0.008,6.6%,5.3%,5.6%,-2.1%,3.0%,-6.8%,6.6%,1.0%,-2.3%
