,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,3,Hassan Adams,SG,6-4,220,"June 20, 1984",United States,1,Arizona
1,3,Marcus Banks,PG,6-2,200,"November 19, 1981",United States,5,UNLV
2,7,Andrea Bargnani,PF,7-0,245,"October 26, 1985",Italy,2,
3,4,Chris Bosh,C,6-11,235,"March 24, 1984",United States,5,Georgia Tech
4,8,Jose Calderon,PG,6-3,200,"September 28, 1981",Spain,3,
5,5,Quincy Douby,PG,6-3,175,"May 16, 1984",United States,2,Rutgers University
6,14,Joey Graham,SF,6-7,225,"June 11, 1982",United States,3,"Central Florida, Oklahoma State"
7,43,Kris Humphries,SF,6-9,235,"February 6, 1985",United States,4,Minnesota
8,21,Nathan Jawai,PF,6-10,280,"October 10, 1986",Australia,R,Midland College
9,24,Jason Kapono,SG,6-8,213,"February 4, 1981",United States,5,UCLA
10,31,Shawn Marion,SF,6-7,220,"May 7, 1978",United States,9,"Vincennes University, UNLV"
11,44,Pops Mensah-Bonsu,PF,6-9,240,"September 7, 1983",United Kingdom,1,George Washington
12,33,Jamario Moon,SF,6-8,205,"June 13, 1980",United States,1,Meridian Community College
13,13,Patrick O'Bryant,C,7-0,260,"June 20, 1986",United States,2,Bradley
14,6,Jermaine O'Neal,C,6-11,226,"October 13, 1978",United States,12,
15,18,Anthony Parker,SG,6-6,215,"June 19, 1975",United States,5,Bradley
16,5,Will Solomon,PG,6-1,185,"July 20, 1978",United States,1,Clemson
17,1,Roko Ukic,PG,6-5,183,"May 12, 1984",Croatia,R,
18,77,Jake Voskuhl,C,6-11,245,"November 1, 1977",United States,8,UConn
