,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19805,3063,6629,0.462,418,1229,0.34,2645,5400,0.49,1778,2210,0.805,960,2607,3567,1639,654,481,1227,1743,8322
1,Team/G,,241.5,37.4,80.8,0.462,5.1,15.0,0.34,32.3,65.9,0.49,21.7,27.0,0.805,11.7,31.8,43.5,20.0,8.0,5.9,15.0,21.3,101.5
2,Lg Rank,,15,19,20,14.0,25,23,25.0,9,8,18.0,2,3,2.0,10,8,3,23,6,1,24,20,14
3,Year/Year,,0.0%,2.1%,-1.3%,0.016,27.4%,29.5%,-0.006,-1.0%,-6.4%,0.027,9.3%,6.8%,0.019,-3.9%,4.4%,2.0%,-1.4%,7.6%,29.7%,-7.7%,5.3%,4.7%
4,Opponent,82.0,19805,3007,6718,0.448,481,1414,0.34,2526,5304,0.476,1541,2018,0.764,937,2397,3334,1618,616,384,1238,1755,8036
5,Opponent/G,,241.5,36.7,81.9,0.448,5.9,17.2,0.34,30.8,64.7,0.476,18.8,24.6,0.764,11.4,29.2,40.7,19.7,7.5,4.7,15.1,21.4,98.0
6,Lg Rank,,15,10,14,7.0,7,10,3.0,12,21,7.0,18,17,21.0,25,7,10,7,21,14,5,11,11
7,Year/Year,,0.0%,-6.9%,-1.2%,-0.028,-8.2%,-1.7%,-0.024,-6.7%,-1.0%,-0.029,5.0%,4.6%,0.003,6.0%,-4.0%,-1.4%,-8.5%,-11.6%,-5.7%,8.6%,6.0%,-4.9%
