Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2012-13,23.0,GSW,NBA,SG,61.0,267.0,11.3,0.454,0.293,0.379,2.1,6.8,4.5,13.1,3.2,1.2,11.7,25.7,-0.3,0.3,0.1,0.014,-3.1,0.7,-2.4,0.0
2013-14,24.0,TOT,NBA,SG,67.0,911.0,11.2,0.515,0.373,0.318,1.2,12.6,6.9,15.7,2.3,1.0,16.8,22.6,-0.6,0.8,0.2,0.011,-3.0,-0.2,-3.3,-0.3
2013-14,24.0,GSW,NBA,SG,44.0,268.0,6.2,0.448,0.402,0.371,2.1,14.0,8.1,10.9,2.2,1.7,19.9,23.1,-0.6,0.4,-0.2,-0.034,-6.3,1.2,-5.0,-0.2
2013-14,24.0,LAL,NBA,SG,23.0,643.0,13.3,0.543,0.362,0.297,0.8,12.0,6.4,17.7,2.3,0.8,15.5,22.3,0.0,0.4,0.4,0.029,-1.7,-0.8,-2.5,-0.1
2014-15,25.0,ATL,NBA,SG,75.0,1324.0,9.7,0.52,0.399,0.302,1.9,16.8,9.6,8.6,2.0,2.1,16.3,15.5,-0.4,1.9,1.6,0.057,-3.2,1.1,-2.1,0.0
2015-16,26.0,ATL,NBA,SF,75.0,2083.0,13.4,0.551,0.421,0.208,1.5,18.0,9.9,12.7,2.3,1.4,14.8,20.0,0.3,3.8,4.1,0.094,-1.2,1.5,0.3,1.2
2016-17,27.0,ATL,NBA,SF,73.0,1963.0,11.5,0.504,0.369,0.233,2.6,10.3,6.5,14.2,2.3,2.3,13.6,20.5,-0.6,2.8,2.1,0.052,-2.1,1.1,-1.0,0.5
2017-18,28.0,ATL,NBA,SG,65.0,1789.0,14.5,0.547,0.405,0.297,1.6,13.9,7.7,20.1,2.7,2.2,17.0,22.5,0.2,2.0,2.2,0.059,-0.4,1.0,0.6,1.2
2018-19,29.0,ATL,NBA,SG,67.0,1643.0,11.9,0.507,0.434,0.253,2.3,14.6,8.3,13.5,2.5,2.2,13.6,22.0,-0.7,1.4,0.7,0.021,-2.5,0.2,-2.3,-0.1
2019-20,30.0,TOT,NBA,SF,68.0,1688.0,9.3,0.499,0.457,0.275,1.7,17.1,9.4,7.4,2.1,2.1,13.2,17.5,-0.9,1.5,0.6,0.017,-3.4,0.3,-3.1,-0.5
2019-20,30.0,POR,NBA,SF,43.0,1111.0,7.5,0.475,0.525,0.221,1.2,14.8,8.1,7.1,1.9,2.4,14.4,15.9,-1.0,0.8,-0.2,-0.008,-3.6,0.4,-3.2,-0.3
2019-20,30.0,SAC,NBA,SF,25.0,577.0,12.6,0.533,0.351,0.361,2.7,21.6,11.9,8.0,2.4,1.5,11.4,20.4,0.1,0.7,0.8,0.065,-3.0,0.3,-2.8,-0.1
2020-21,31.0,GSW,NBA,SF,67.0,1333.0,10.6,0.564,0.469,0.199,2.1,16.0,9.1,11.1,2.4,2.2,16.1,16.3,-0.2,2.1,1.8,0.065,-2.9,1.3,-1.7,0.1
2021-22,32.0,LAL,NBA,SF,15.0,340.0,4.8,0.43,0.56,0.16,1.2,8.7,5.0,4.9,2.2,1.1,9.1,11.0,-0.2,0.3,0.1,0.013,-6.1,-0.5,-6.6,-0.4
Career,,,NBA,,633.0,13341.0,11.5,0.522,0.415,0.257,1.9,14.6,8.3,12.8,2.4,1.9,14.8,19.6,-3.4,16.9,13.5,0.049,-2.3,0.8,-1.5,1.8
,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,ATL,NBA,,355.0,8802.0,12.3,0.526,0.406,0.253,2.0,14.6,8.4,14.1,2.4,2.0,14.9,20.3,-1.2,11.8,10.7,0.058,-1.8,1.0,-0.8,2.8
3 seasons,,GSW,NBA,,172.0,1868.0,10.1,0.523,0.425,0.261,2.1,14.4,8.3,11.4,2.5,2.0,15.9,18.6,-1.1,2.8,1.7,0.044,-3.4,1.2,-2.3,-0.1
1 season,,POR,NBA,,43.0,1111.0,7.5,0.475,0.525,0.221,1.2,14.8,8.1,7.1,1.9,2.4,14.4,15.9,-1.0,0.8,-0.2,-0.008,-3.6,0.4,-3.2,-0.3
2 seasons,,LAL,NBA,,38.0,983.0,10.4,0.518,0.408,0.265,1.0,10.8,5.9,13.3,2.3,0.9,14.1,18.4,-0.2,0.7,0.5,0.024,-3.2,-0.7,-3.9,-0.5
1 season,,SAC,NBA,,25.0,577.0,12.6,0.533,0.351,0.361,2.7,21.6,11.9,8.0,2.4,1.5,11.4,20.4,0.1,0.7,0.8,0.065,-3.0,0.3,-2.8,-0.1
