,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,24.0,Devin Vassell,SF,6-5,200,"August 23, 2000",us,1,Florida State
1,1.0,Lonnie Walker,SG,6-4,204,"December 14, 1998",us,3,Miami (FL)
2,4.0,Derrick White,SG,6-4,190,"July 2, 1994",us,4,"Colorado-Colorado Springs, Colorado"
3,5.0,Dejounte Murray,PG,6-4,180,"September 19, 1996",us,4,Washington
4,3.0,Keldon Johnson,SF,6-5,220,"October 11, 1999",us,2,Kentucky
5,17.0,Doug McDermott,PF,6-7,225,"January 3, 1992",us,7,Creighton
6,25.0,Jakob Poeltl,C,7-1,245,"October 15, 1995",at,5,Utah
7,31.0,Keita Bates-Diop,SF,6-8,229,"January 23, 1996",us,3,Ohio State
8,33.0,Tre Jones,PG,6-1,185,"January 8, 2000",us,1,Duke
9,11.0,Joshua Primo,G,6-6,190,"December 24, 2002",ca,R,Alabama
10,14.0,Drew Eubanks,C,6-9,245,"February 1, 1997",us,3,Oregon State
11,34.0,Jock Landale,C,6-11,256,"October 25, 1995",au,R,Saint Mary's
12,7.0,Bryn Forbes,SG,6-2,205,"July 23, 1993",us,5,Michigan State
13,,Joe Wieskamp (TW),G,6-6,212,"August 23, 1999",us,R,Iowa
14,,Thaddeus Young,PF,6-8,235,"June 21, 1988",us,14,Georgia Tech
15,,Jaylen Morris,G,6-5,185,"September 19, 1995",us,2,Molloy
16,,Zach Collins,PF,6-11,250,"November 19, 1997",us,3,Gonzaga
17,,Denzel Mahoney,F,6-5,220,"January 18, 1998",us,R,"SE Missouri State, Creighton"
