Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2018-19,22.0,DET,NBA,SG,74.0,1449.0,6.9,0.469,0.296,0.191,3.5,10.7,7.0,8.8,1.4,2.1,11.9,11.5,-0.1,1.6,1.5,0.048,-4.4,1.0,-3.3,-0.5
2019-20,23.0,DET,NBA,PG,58.0,1634.0,11.9,0.518,0.215,0.266,4.2,15.0,9.5,20.4,1.9,1.5,16.7,16.0,0.7,1.4,2.1,0.062,-2.0,0.8,-1.2,0.3
2020-21,24.0,BRK,NBA,PG,65.0,1451.0,16.1,0.604,0.139,0.277,8.9,17.2,13.3,9.8,1.9,1.7,10.2,15.9,2.8,1.5,4.4,0.144,-0.4,0.1,-0.3,0.6
2021-22,25.0,BRK,NBA,SF,11.0,286.0,9.5,0.49,0.214,0.048,2.7,10.2,6.7,4.1,2.5,2.3,9.5,14.7,-0.1,0.5,0.3,0.057,-4.0,0.7,-3.2,-0.1
Career,,,NBA,,208.0,4820.0,11.5,0.533,0.21,0.237,5.3,14.1,9.7,12.7,1.8,1.8,13.0,14.5,3.3,5.0,8.3,0.083,-2.4,0.7,-1.7,0.4
,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,DET,NBA,,132.0,3083.0,9.6,0.498,0.248,0.235,3.9,13.0,8.3,14.9,1.6,1.8,14.8,13.9,0.6,3.0,3.6,0.056,-3.1,0.9,-2.2,-0.2
2 seasons,,BRK,NBA,,76.0,1737.0,15.0,0.586,0.152,0.239,7.9,16.1,12.2,8.9,2.0,1.8,10.1,15.7,2.7,2.0,4.7,0.13,-1.0,0.2,-0.7,0.5
