,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,10,Mike Bibby,PG,6-1,190,"May 13, 1978",United States,5,Arizona
1,32,Rodney Buford,SF,6-5,189,"November 2, 1977",United States,3,Creighton
2,13,Doug Christie,SG,6-6,200,"May 9, 1970",United States,11,Pepperdine
3,21,Vlade Divac,C,7-1,243,"February 3, 1968",Serbia,14,
4,24,Bobby Jackson,SG,6-1,185,"March 13, 1973",United States,6,Minnesota
5,34,Tony Massenburg,PF,6-9,220,"July 31, 1967",United States,11,Maryland
6,52,Brad Miller,PF,6-11,244,"April 12, 1976",United States,5,Purdue
7,8,Anthony Peeler,SG,6-4,208,"November 25, 1969",United States,11,Missouri
8,55,Jabari Smith,C,6-11,250,"February 12, 1977",United States,2,LSU
9,25,Darius Songaila,PF,6-9,248,"February 14, 1978",Lithuania,R,Wake Forest
10,16,Peja Stojakovic,SF,6-10,229,"June 9, 1977",Croatia,5,
11,3,Gerald Wallace,SF,6-7,215,"July 23, 1982",United States,2,Alabama
12,4,Chris Webber,PF,6-9,245,"March 1, 1973",United States,10,Michigan
