,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,66.0,15915,2490,5712,0.436,411,1301,0.316,2079,4411,0.471,1127,1532,0.736,882,1947,2829,1271,561,323,952,1287,6518
1,Team/G,,241.1,37.7,86.5,0.436,6.2,19.7,0.316,31.5,66.8,0.471,17.1,23.2,0.736,13.4,29.5,42.9,19.3,8.5,4.9,14.4,19.5,98.8
2,Lg Rank,,23,6,1,26.0,18,14,29.0,5,4,18.0,12,11,24.0,2,24,10,26,5,17,13,15,6
3,Year/Year,,-0.4%,-1.3%,1.7%,-0.013,19.3%,26.6%,-0.019,-4.5%,-3.9%,-0.003,-3.8%,-3.9%,0.001,2.3%,-4.2%,-2.3%,-5.7%,14.6%,2.6%,-10.7%,-11.4%,-0.6%
4,Opponent,66.0,15915,2668,5609,0.476,439,1236,0.355,2229,4373,0.51,1118,1468,0.762,815,2154,2969,1571,518,423,1014,1313,6893
5,Opponent/G,,241.1,40.4,85.0,0.476,6.7,18.7,0.355,33.8,66.3,0.51,16.9,22.2,0.762,12.3,32.6,45.0,23.8,7.8,6.4,15.4,19.9,104.4
6,Lg Rank,,23,30,27,30.0,20,18,21.0,30,24,30.0,16,14,23.0,28,26,28,30,16,29,7,12,30
7,Year/Year,,-0.4%,1.7%,2.1%,-0.002,13.6%,13.5%,0.0,-0.4%,-0.7%,0.002,-12.6%,-12.5%,-0.0,16.7%,6.7%,9.3%,9.7%,-3.4%,13.3%,4.6%,-5.3%,-0.3%
