,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,21,Robert Archibald,PF,6-11,250,"March 29, 1980",United Kingdom,R,Illinois
1,24,Mike Batiste,PF,6-8,225,"November 21, 1977",United States,R,Arizona State
2,31,Shane Battier,SF,6-8,220,"September 9, 1978",United States,1,Duke
3,8,Michael Dickerson,SG,6-5,190,"June 25, 1975",United States,4,Arizona
4,16,Pau Gasol,PF,7-0,250,"July 6, 1980",Spain,1,
5,10,Gordan Giricek,SG,6-6,210,"June 20, 1977",Croatia,R,
6,0,Drew Gooden,SF,6-10,250,"September 24, 1981",United States,R,Kansas
7,40,Ryan Humphrey,PF,6-8,235,"July 24, 1979",United States,R,"Oklahoma, Notre Dame"
8,22,Brevin Knight,PG,5-10,173,"November 8, 1975",United States,5,Stanford
9,33,Mike Miller,SF,6-8,218,"February 19, 1980",United States,2,Florida
10,20,Chris Owens,SF,6-7,245,"March 1, 1979",United States,R,"Tulane, Texas"
11,1,Wesley Person,SG,6-6,195,"March 28, 1971",United States,8,Auburn
12,4,Stromile Swift,PF,6-9,225,"November 21, 1979",United States,2,LSU
13,15,Cezary Trybanski,C,7-2,240,"September 22, 1979",Poland,R,
14,25,Earl Watson,PG,6-1,195,"June 12, 1979",United States,1,UCLA
15,2,Jason Williams,PG,6-1,190,"November 18, 1975",United States,4,"Marshall, Florida"
16,42,Lorenzen Wright,C,6-11,225,"November 4, 1975",United States,6,Memphis
