,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,7,Kelenna Azubuike,SG,6-5,220,"December 16, 1983",gb,1,Kentucky
1,22,Matt Barnes,PF,6-7,226,"March 9, 1980",us,4,UCLA
2,18,Marco Belinelli,SG,6-5,220,"March 25, 1986",it,R,
3,15,Andris Biedrins,C,6-11,240,"April 2, 1986",lv,3,
4,44,Austin Croshere,PF,6-9,235,"May 1, 1975",us,10,Providence
5,5,Baron Davis,PG,6-3,209,"April 13, 1979",us,8,UCLA
6,8,Monta Ellis,SG,6-3,185,"October 26, 1985",us,2,
7,3,Al Harrington,C,6-9,230,"February 17, 1980",us,9,
8,6,Troy Hudson,PG,6-1,170,"March 13, 1976",us,10,"Missouri, Southern Illinois"
9,28,Didier Ilunga-Mbenga,C,7-0,245,"December 30, 1980",cd,3,
10,1,Stephen Jackson,SF,6-8,218,"April 5, 1978",us,7,Butler County Community College
11,12,Stephane Lasme,SF,6-8,215,"December 17, 1982",ga,R,UMass
12,26,Patrick O'Bryant,C,7-0,260,"June 20, 1986",us,1,Bradley
13,19,Kosta Perovic,C,7-2,240,"February 19, 1985",hr,R,
14,2,Mickael Pietrus,SF,6-6,215,"February 7, 1982",gp,4,
15,"4, 23",CJ Watson,PG,6-2,175,"April 17, 1984",us,R,Tennessee
16,4,Chris Webber,PF,6-9,245,"March 1, 1973",us,14,Michigan
17,32,Brandan Wright,PF,6-10,210,"October 5, 1987",us,R,UNC
