,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,20,Rawle Alkins,SG,6-5,225,"October 29, 1997",United States,R,Arizona
1,51,Ryan Arcidiacono,PG,6-3,195,"March 26, 1994",United States,1,Villanova
2,9,Antonio Blakeney,SG,6-4,192,"October 4, 1996",United States,1,LSU
3,34,Wendell Carter,C,6-10,270,"April 16, 1999",United States,R,Duke
4,32,Kris Dunn,PG,6-3,205,"March 18, 1994",United States,2,Providence
5,6,Cristiano Felicio,C,6-11,270,"July 7, 1992",Brazil,3,
6,3,Shaquille Harrison,SG,6-7,190,"October 6, 1993",United States,1,Tulsa
7,7,Justin Holiday,SG,6-6,180,"April 5, 1989",United States,5,Washington
8,15,Chandler Hutchison,SF,6-6,210,"April 26, 1996",United States,R,Boise State
9,8,Zach LaVine,SG,6-5,200,"March 10, 1995",United States,4,UCLA
10,25,Walt Lemon,PG,6-3,180,"July 26, 1992",United States,1,Bradley
11,42,Robin Lopez,C,7-0,281,"April 1, 1988",United States,10,Stanford
12,7,Timothe Luwawu-Cabarrot,SF,6-7,220,"May 9, 1995",France,2,
13,24,Lauri Markkanen,PF,7-0,240,"May 22, 1997",Finland,1,Arizona
14,2,Jabari Parker,PF,6-8,245,"March 15, 1995",United States,4,Duke
15,22,Cameron Payne,PG,6-1,183,"August 8, 1994",United States,3,Murray State
16,22,Otto Porter,SF,6-8,198,"June 3, 1993",United States,5,Georgetown
17,5,Bobby Portis,PF,6-10,250,"February 10, 1995",United States,3,Arkansas
18,44,Brandon Sampson,SG,6-5,184,"May 1, 1997",United States,R,LSU
19,41,JaKarr Sampson,SF,6-7,214,"March 20, 1993",United States,3,St. John's
20,14,Wayne Selden,SG,6-5,230,"September 30, 1994",United States,2,Kansas
21,0,Tyler Ulis,PG,5-10,160,"January 5, 1996",United States,2,Kentucky
