,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,42,Tony Allen,PG,6-4,213,"January 11, 1982",United States,1,"Butler County Community College, Oklahoma State"
1,11,Marcus Banks,PG,6-2,200,"November 19, 1981",United States,2,UNLV
2,30,Mark Blount,C,7-0,230,"November 30, 1975",United States,5,Pitt
3,12,Ricky Davis,SG,6-6,195,"September 23, 1979",United States,7,Iowa
4,20,Dan Dickau,PG,6-0,190,"September 16, 1978",United States,3,"Washington, Gonzaga"
5,4,Ryan Gomes,PF,6-7,250,"September 1, 1982",United States,R,Providence
6,5,Gerald Green,SG,6-6,205,"January 26, 1986",United States,R,
7,0,Orien Greene,PG,6-4,208,"February 4, 1982",United States,R,"Florida, Louisiana"
8,7,Al Jefferson,PF,6-10,289,"January 4, 1985",United States,1,
9,27,Dwayne Jones,PF,6-11,250,"June 9, 1983",United States,R,Saint Joseph's
10,45,Raef LaFrentz,PF,6-11,240,"May 29, 1976",United States,7,Kansas
11,41,Michael Olowokandi,C,7-0,269,"April 3, 1975",Nigeria,7,University of the Pacific
12,43,Kendrick Perkins,C,6-10,270,"November 10, 1984",United States,2,
13,34,Paul Pierce,SF,6-7,235,"October 13, 1977",United States,7,Kansas
14,9,Justin Reed,SF,6-8,240,"January 16, 1982",United States,1,Ole Miss
15,44,Brian Scalabrine,PF,6-9,241,"March 18, 1978",United States,4,USC
16,55,Wally Szczerbiak,SF,6-7,244,"March 5, 1977",Spain,6,Miami University
17,13,Delonte West,PG,6-4,180,"July 26, 1983",United States,1,Saint Joseph's
