Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020-21,19.0,OKC,NBA,PF,45,28,24.2,3.1,9.1,0.341,1.3,4.6,0.28,1.8,4.5,0.403,0.412,0.7,0.9,0.738,0.7,4.0,4.7,2.2,0.4,0.9,2.2,1.3,8.2
2021-22,20.0,OKC,NBA,PF,8,0,13.6,1.9,4.9,0.385,0.6,2.5,0.25,1.3,2.4,0.526,0.449,0.5,0.8,0.667,0.5,3.6,4.1,1.0,0.6,0.4,1.4,0.9,4.9
Career,,,NBA,,53,28,22.6,2.9,8.4,0.345,1.2,4.3,0.278,1.7,4.2,0.414,0.415,0.7,0.9,0.729,0.6,4.0,4.6,2.0,0.5,0.8,2.1,1.2,7.7
