Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,19.0,POR,NBA,PF,48,5,11.9,1.4,3.1,0.43,0.3,1.2,0.237,1.1,1.9,0.554,0.477,0.6,0.9,0.636,0.6,1.6,2.3,0.5,0.3,0.3,0.3,1.5,3.6
2020-21,20.0,POR,NBA,PF,48,2,13.3,1.6,3.5,0.467,0.6,1.7,0.35,1.0,1.8,0.575,0.551,0.8,0.9,0.8,0.7,2.0,2.7,0.5,0.1,0.3,0.4,1.1,4.6
2021-22,21.0,POR,NBA,SF,16,2,21.9,2.8,6.0,0.469,0.9,3.1,0.306,1.9,2.9,0.638,0.547,1.2,1.4,0.826,1.4,4.2,5.6,0.8,0.9,0.8,1.0,2.3,7.8
Career,,,NBA,,112,9,14.0,1.7,3.7,0.454,0.5,1.7,0.303,1.2,2.0,0.58,0.523,0.7,1.0,0.741,0.8,2.1,2.9,0.5,0.3,0.3,0.4,1.4,4.6
