,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,53,29,52,30,4.09,0.06,4.15,111.8,107.5,94.8,0.376,0.227,0.509,12.7,26.1,0.29,0.495,13.8,72.4,0.251,Pepsi Center,737301
1,Lg Rank,6,23,8,8,8.0,10.0,8.0,3.0,16.0,5.0,1.0,12.0,10.0,8.0,19.0,1.0,14.0,10.0,26.0,24.0,,13
