,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,14,DJ Augustin,PG,5-11,183,"November 10, 1987",United States,4,Texas
1,29,Jeff Ayres,PF,6-9,240,"April 29, 1987",United States,2,Arizona State
2,24,Paul George,SF,6-8,220,"May 2, 1990",United States,2,Fresno State
3,33,Danny Granger,SF,6-9,222,"April 20, 1983",United States,7,"Bradley, New Mexico"
4,25,Gerald Green,SF,6-6,205,"January 26, 1986",United States,5,
5,23,Ben Hansbrough,PG,6-3,203,"December 23, 1987",United States,R,"Mississippi State, Notre Dame"
6,50,Tyler Hansbrough,PF,6-9,250,"November 3, 1985",United States,3,UNC
7,55,Roy Hibbert,C,7-2,270,"December 11, 1986",United States,4,Georgetown
8,3,George Hill,PG,6-4,188,"May 4, 1986",United States,4,IUPUI
9,11,Orlando Johnson,SG,6-5,220,"March 11, 1989",United States,R,"Loyola Marymount, UC Santa Barbara"
10,28,Ian Mahinmi,C,6-11,262,"November 5, 1986",France,4,
11,5,Dominic McGuire,SF,6-9,220,"October 20, 1985",United States,5,"California, Fresno State"
12,13,Miles Plumlee,C,6-11,249,"September 1, 1988",United States,R,Duke
13,1,Lance Stephenson,SG,6-6,230,"September 5, 1990",United States,2,Cincinnati
14,21,David West,PF,6-9,250,"August 29, 1980",United States,9,Xavier
15,4,Sam Young,SG,6-6,220,"June 1, 1985",United States,3,Pitt
