,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,59,23,59,23,6.5,0.18,6.68,105.9,99.1,95.4,0.262,0.184,0.499,13.3,25.6,0.196,0.446,13.6,70.6,0.204,ARCO Arena (II),709997
1,Lg Rank,3,27,2,2,2.0,13.0,2.0,6.0,2.0,1.0,26.0,12.0,2.0,6.0,26.0,29.0,1.0,18.0,21.0,5.0,,12
