,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2015-16,20.0,PHI,NBA,C,53.0,48.0,30.0,7.5,14.7,0.508,0.0,0.1,0.167,7.5,14.6,0.511,0.509,2.5,3.7,0.686,2.3,4.7,7.0,1.2,0.4,1.2,2.3,2.6,17.5
1,2016-17,21.0,PHI,NBA,C,50.0,33.0,22.7,4.8,9.4,0.514,0.0,0.0,,4.8,9.4,0.514,0.514,2.1,3.2,0.671,1.6,3.2,4.8,1.2,0.4,1.0,1.8,2.4,11.8
2,2017-18,22.0,TOT,NBA,C,28.0,0.0,12.6,2.8,4.9,0.558,0.0,0.1,0.25,2.7,4.8,0.567,0.562,0.8,1.0,0.724,0.8,2.3,3.0,0.4,0.1,0.6,0.8,1.8,6.3
3,2017-18,22.0,PHI,NBA,C,2.0,0.0,12.5,2.0,4.5,0.444,0.0,0.0,,2.0,4.5,0.444,0.444,1.0,2.0,0.5,2.0,2.5,4.5,0.5,0.0,1.0,1.5,3.5,5.0
4,2017-18,22.0,BRK,NBA,C,26.0,0.0,12.6,2.8,5.0,0.566,0.0,0.2,0.25,2.8,4.8,0.576,0.57,0.7,1.0,0.76,0.7,2.3,2.9,0.4,0.1,0.6,0.7,1.7,6.4
5,2018-19,23.0,NOP,NBA,C,59.0,24.0,15.8,3.6,6.1,0.586,0.0,0.1,0.2,3.6,6.1,0.591,0.587,1.0,1.5,0.663,1.4,3.3,4.7,0.7,0.3,0.7,0.9,1.6,8.2
6,2019-20,24.0,NOP,NBA,C,30.0,9.0,15.6,3.4,5.4,0.623,0.0,0.1,0.333,3.3,5.3,0.629,0.627,1.3,2.1,0.645,1.6,2.6,4.2,1.2,0.2,0.7,1.3,2.2,8.1
7,2020-21,25.0,DET,NBA,C,27.0,2.0,12.9,2.3,3.8,0.618,0.1,0.3,0.222,2.3,3.4,0.656,0.627,0.6,0.9,0.708,0.9,1.6,2.4,0.5,0.2,0.2,0.8,1.4,5.4
8,Career,,,NBA,,247.0,116.0,19.5,4.4,8.2,0.542,0.0,0.1,0.222,4.4,8.1,0.546,0.543,1.5,2.3,0.676,1.5,3.2,4.7,0.9,0.3,0.8,1.4,2.1,10.4
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3 seasons,,PHI,NBA,,105.0,81.0,26.2,6.1,12.0,0.51,0.0,0.1,0.167,6.1,12.0,0.512,0.51,2.3,3.4,0.677,2.0,4.0,5.9,1.2,0.4,1.1,2.1,2.6,14.6
11,2 seasons,,NOP,NBA,,89.0,33.0,15.8,3.5,5.9,0.597,0.0,0.1,0.25,3.5,5.8,0.603,0.599,1.1,1.7,0.656,1.5,3.1,4.6,0.9,0.2,0.7,1.0,1.8,8.2
12,1 season,,DET,NBA,,27.0,2.0,12.9,2.3,3.8,0.618,0.1,0.3,0.222,2.3,3.4,0.656,0.627,0.6,0.9,0.708,0.9,1.6,2.4,0.5,0.2,0.2,0.8,1.4,5.4
13,1 season,,BRK,NBA,,26.0,0.0,12.6,2.8,5.0,0.566,0.0,0.2,0.25,2.8,4.8,0.576,0.57,0.7,1.0,0.76,0.7,2.3,2.9,0.4,0.1,0.6,0.7,1.7,6.4
