,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,32,Torraye Braggs,PF,6-8,245,"May 15, 1976",United States,R,Xavier
1,13,Kelvin Cato,PF,6-11,255,"August 26, 1974",United States,6,"University of South Alabama, Iowa State"
2,1,Alton Ford,PF,6-9,275,"May 29, 1981",United States,2,Houston
3,3,Steve Francis,PG,6-3,195,"February 21, 1977",United States,4,Maryland
4,7,Adrian Griffin,SG,6-5,217,"July 4, 1974",United States,4,Seton Hall
5,21,Jim Jackson,SF,6-6,220,"October 14, 1970",United States,11,Ohio State
6,31,Mark Jackson,PG,6-1,180,"April 1, 1965",United States,16,St. John's
7,11,Yao Ming,C,7-6,310,"September 12, 1980",China,1,
8,5,Cuttino Mobley,SG,6-4,190,"September 1, 1975",United States,5,Rhode Island
9,9,Bostjan Nachbar,SF,6-9,221,"July 3, 1980",Slovenia,1,
10,12,Moochie Norris,PG,6-1,175,"July 27, 1973",United States,6,"Auburn, University of West Florida"
11,33,Charles Oakley,PF,6-8,225,"December 18, 1963",United States,18,Virginia Union University
12,35,Scott Padgett,PF,6-9,240,"April 19, 1976",United States,4,Kentucky
13,52,Eric Piatkowski,SF,6-7,215,"September 30, 1970",United States,9,Nebraska
14,2,Maurice Taylor,PF,6-9,260,"October 30, 1976",United States,5,"Michigan, LSU"
15,30,Clarence Weatherspoon,PF,6-6,240,"September 8, 1970",United States,11,Southern Miss
16,29,Mike Wilks,PG,5-10,185,"May 7, 1979",United States,1,Rice University
