,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,11,David Andersen,PF,6-11,245,"June 23, 1980",Australia,1,
1,1,Trevor Ariza,SF,6-8,215,"June 30, 1985",United States,6,UCLA
2,32,Jerryd Bayless,PG,6-3,200,"August 20, 1988",United States,2,Arizona
3,8,Marco Belinelli,SG,6-5,220,"March 25, 1986",Italy,3,
4,22,Patrick Ewing,SF,6-8,235,"May 20, 1984",United States,R,"Indiana, Georgetown"
5,34,Aaron Gray,C,7-0,270,"December 7, 1984",United States,3,Pitt
6,33,Willie Green,SG,6-4,200,"July 28, 1981",United States,7,Detroit Mercy
7,28,Didier Ilunga-Mbenga,C,7-0,245,"December 30, 1980",Congo - Kinshasa,6,
8,2,Jarrett Jack,SG,6-3,200,"October 28, 1983",United States,5,Georgia Tech
9,24,Carl Landry,PF,6-9,248,"September 19, 1983",United States,3,"Vincennes University, Purdue"
10,44,Pops Mensah-Bonsu,PF,6-9,240,"September 7, 1983",United Kingdom,3,George Washington
11,50,Emeka Okafor,C,6-10,252,"September 28, 1982",United States,6,UConn
12,3,Chris Paul,PG,6-0,175,"May 6, 1985",United States,5,Wake Forest
13,6,Sasha Pavlovic,SG,6-8,220,"November 15, 1983",Montenegro,7,
14,20,Quincy Pondexter,SF,6-7,230,"March 10, 1988",United States,R,Washington
15,14,Jason Smith,C,7-0,240,"March 2, 1986",United States,2,Colorado State
16,16,Peja Stojakovic,SF,6-10,229,"June 9, 1977",Croatia,12,
17,5,Marcus Thornton,SG,6-4,205,"June 5, 1987",United States,1,LSU
18,30,David West,PF,6-9,250,"August 29, 1980",United States,7,Xavier
